OBJECTID,Moose density 2016,Moose density 2017,Elk density 2016,Elk density 2017,Moose catchability 2016,Moose catchability+density 2016,Moose catchability 2017,Moose catchability+density 2017,Elk catchability 2016,Elk catchability+density 2016,Elk catchability 2017,Elk catchability+density 2017
4411,0,0,0,0,0.0171426,0.0224572,0.004647,0.0025174,0.0024136,0.0023578,0.0026011,0.0041928
4412,0,0,0,0,0.0096032,0.0129798,0.0075187,0.0039453,0.0113855,0.0041142,0.0108087,0.005562
4413,6.25,0,0,0,0.0136963,0.0128595,0.0057858,0.0027754,0.0015455,0.00184,0.0019636,0.0029317
4414,0,0,0,0,0.0138627,0.015439,0.0065989,0.0078059,0.0056865,0.0074055,0.0057884,0.0124103
4415,0,4.1666698,0,0,0.0120854,0.0278016,0.0039918,0.0043708,0.0047227,0.0047674,0.0023603,0.0049937
4416,8.3333302,4.1666698,0,0,0.0256031,0.0007454,0.0026951,0.0020354,0.0022625,0.0045355,0.0019971,0.0046403
4417,2.0833299,2.0833299,0,0,0.0158676,0.0126886,0.0038869,0.0035515,0.0045317,0.0058419,0.002284,0.0050077
4418,0,0,0,0,0.0232737,0.0000845,0.0022638,0.0006628,0.003185,0.0035695,0.0024638,0.0051434
4419,0,0,0,0,0.0135266,0.0017176,0.0044921,0.0053912,0.0021604,0.011613,0.0021802,0.0110457
4420,0,0,0,0,0.0182236,0.0170122,0.0061192,0.0048582,0.0030647,0.0038228,0.0035717,0.0071551
4421,0,0,0,0,0.0238604,0.0824025,0.0062781,0.0050521,0.0014343,0.0018019,0.0032131,0.0151081
4422,0,0,0,0,0.0179234,0.0296875,0.0041031,0.0048161,0.0040223,0.0075213,0.003765,0.0102698
4423,0,0,0,0,0.0186765,0.0337688,0.0034555,0.0042106,0.0018612,0.0033802,0.0020811,0.0064954
4424,0,0,0,0,0.0142705,0.026012,0.0037155,0.0039714,0.0023708,0.0036016,0.001975,0.0049867
4425,0,0,0,0,0.016267,0.0290547,0.0035949,0.0049106,0.002366,0.0045723,0.00227,0.0065738
4426,0,0,0,0,0.012907,0.0281659,0.0037799,0.0039912,0.0040276,0.003943,0.0021894,0.0053957
4427,0,0,0,0,0.0134027,0.0257001,0.0044396,0.0034827,0.0049044,0.0044589,0.0029335,0.0057447
4428,0,0,0,0,0.0076837,0.0226769,0.0038052,0.0063011,0.0017261,0.0067289,0.0011838,0.0029305
4429,2.0833299,2.0833299,2.0833299,2.0833299,0.0062455,0.0038296,0.004373,0.0045293,0.0015425,0,0.0010468,0
4430,0,0,0,0,0.00547,0.0117208,0.0048799,0.0052795,0.0014863,0.0058896,0.0009755,0.0017887
4431,0,0,0,0,0.0067301,0.0189807,0.0037121,0.0047673,0.0018666,0.0073956,0.0010257,0.0023014
4432,0,0,0,0,0.0037674,0.0181306,0.0050482,0.0033533,0.0037434,0.0207812,0.0009904,0.001735
4433,0,0,0,0,0.0004743,0.0000186,0.0051596,0.014861,0.020876,0.146415,0.0051252,0.0141248
4434,0,0,0,0,0.0073034,0.0202824,0.0033843,0.0038653,0.001551,0.0054804,0.0008284,0.0018103
4435,8.3333302,4.1666698,0,0,0.0078533,0.014213,0.0032818,0.0046118,0.0015032,0.00539,0.0008291,0.0018851
4436,0,0,0,0,0.0068453,0.0161253,0.0036963,0.0044772,0.001863,0.0062896,0.0009422,0.0019423
4437,0,0,0,0,0.0049549,0.0088844,0.0037763,0.0052094,0.0018969,0.0014265,0.0005406,0.0006429
4438,2.0833299,2.0833299,0,0,0.0092178,0.0128223,0.0030412,0.0046201,0.0016155,0.0046332,0.0009199,0.0021115
4439,0,0,0,0,0.0023031,0.0000369,0.0027088,0.0049327,0.003143,0.0120713,0.0016755,0.005077
4440,0,0,0,0,0.0009904,0.000025,0.0047048,0.0225714,0.0135918,0.0687653,0.0054895,0.0163943
4441,0,0,25,25,0.0108527,0.0205926,0.0034667,0.0060182,0.0013983,0,0.0010351,0
4442,0,0,0,0,0.009956,0.0348137,0.0034924,0.0072698,0.0036111,0.0082371,0.0012381,0.0031378
4443,0,0,0,0,0.0161249,0.0336784,0.0039658,0.0092502,0.0013996,0.0037457,0.0010382,0.0027483
4444,6.25,4.1666698,0,0,0.0145784,0.023447,0.0030879,0.0088878,0.0021455,0.0046995,0.001304,0.0033169
4445,0,0,0,0,0.0116955,0.036594,0.0037982,0.0052342,0.0021963,0.0060345,0.0010642,0.0022317
4446,0,0,0,0,0.0107499,0.0210716,0.0038036,0.0060585,0.0021538,0.004053,0.0012232,0.0021166
4447,0,0,0,0,0.0128391,0.0330457,0.0032929,0.0051821,0.0021517,0.0037282,0.0011229,0.0020849
4448,0,0,0,0,0.0135509,0.0379569,0.0037105,0.0057802,0.0015594,0.0018232,0.0008296,0.0013922
4449,0,0,0,0,0.0145666,0.0306988,0.0034902,0.0060053,0.0021705,0.0035065,0.0013439,0.0023476
4450,0,0,0,0,0.0155492,0.0336585,0.003455,0.0056983,0.0020927,0.0028918,0.0012748,0.0020688
4451,0,0,0,0,0.0282102,0.122323,0.002593,0.0190192,0.0103338,0.0103007,0.0030769,0.0111049
4452,2.0833299,2.0833299,0,0,0.0148447,0.0462121,0.0036508,0.0052389,0.0037335,0.0052575,0.0014314,0.0021084
4453,0,0,0,0,0.0149335,0.0439432,0.0043978,0.0047708,0.0026254,0.003264,0.0012635,0.0015176
4454,0,0,0,0,0.0131286,0.0299767,0.0048096,0.0065312,0.0053396,0.0052988,0.0019864,0.0020177
4455,0,0,0,0,0.0129929,0.0982955,0.0040709,0.0043972,0.0140831,0.012105,0.0017973,0.0019296
4456,0,6.25,0,0,0.0231738,0.0198501,0.0074965,0.0212099,0.0116691,0.0182617,0.0032733,0.0029452
4457,0,0,0,0,0.0356768,0.30376,0.0047833,0.0159179,0.056543,0.0565626,0.0047121,0.0074123
4458,6.25,6.25,0,0,0.0332614,0.0592309,0.0047556,0.0054083,0.0028314,0.0017587,0.0018719,0.0011793
4459,2.0833299,0,0,0,0.0288859,0.135984,0.0057271,0.0024342,0.0057603,0.0024288,0.0015571,0.0004764
4460,0,0,0,0,0.0462445,0.295086,0.0064758,0.0028186,0.0071841,0.0016651,0.001498,0.0002196
4461,0,0,0,0,0.0233999,0.212649,0.0054236,0.0025567,0.0107987,0.004841,0.001444,0.0004881
4462,0,0,0,0,0.0190366,0.123722,0.0049026,0.0033872,0.0106263,0.0063917,0.0014914,0.0007498
4463,0,0,0,0,0.0623999,0.422703,0.0030188,0.012056,0.0079346,0.0044055,0.0023623,0.0035314
4464,0,0,0,0,0.0314241,0.0842226,0.003984,0.005432,0.002216,0.00168,0.0013826,0.001083
4465,2.0833299,2.0833299,0,0,0.0173672,0.121098,0.0040767,0.0046173,0.0090753,0.0076466,0.0013678,0.0011321
4466,0,0,0,0,0.0187436,0.095307,0.004206,0.0046002,0.005766,0.0053245,0.0012969,0.0010493
4467,0,0,0,0,0.0191952,0.0482592,0.0050961,0.0060147,0.0045525,0.0052272,0.0019766,0.001321
4468,0,0,0,0,0.0258565,0.0299531,0.0058838,0.009846,0.0039536,0.0046704,0.0023512,0.0013746
4469,0,0,0,0,0.0253707,0.0899025,0.0046146,0.005798,0.0043734,0.0037715,0.0016617,0.0010025
4470,2.0833299,2.0833299,0,0,0.0282345,0.083467,0.0043091,0.0067901,0.0035597,0.0033535,0.0017128,0.0013017
4471,4.1666698,4.1666698,0,0,0.0251222,0.108038,0.0042593,0.0050032,0.0038449,0.0034059,0.0012171,0.0008349
4472,0,0,0,0,0.0294683,0.147719,0.0043167,0.0041191,0.0031201,0.0024593,0.0011805,0.0006699
4473,0,0,0,0,0.0268141,0.125029,0.0055028,0.0043851,0.0049117,0.0037102,0.0014424,0.0004766
4474,6.25,6.25,0,0,0.0398981,0.0670089,0.008005,0.0076308,0.0019442,0.0015067,0.0014544,0.0002577
4475,0,0,0,0,0.0018877,0.0000244,0.0052203,0.0082712,0.003348,0.0053683,0.0022486,0.0016364
4476,2.0833299,0,0,0,0.0004869,0.0000007,0.0049192,0.0385719,0.0569843,0.171981,0.0147753,0.0294871
4477,0,0,0,0,0.0123334,0.0304189,0.0044346,0.0042858,0.005116,0.0061573,0.0014593,0.0011728
4478,0,0,0,14.5832996,0.0167056,0.0439523,0.0049233,0.0047423,0.003581,0.0050565,0.0017129,0
4479,4.1666698,4.1666698,0,0,0.0171104,0.0349992,0.0045902,0.0043715,0.0023942,0.0031495,0.0014328,0.0012708
4480,4.1666698,4.1666698,0,0,0.0117796,0.0214841,0.0053814,0.004647,0.005467,0.0083157,0.0020181,0.0017905
4481,0,0,0,0,0.0145842,0.0221596,0.0057552,0.0048571,0.0044173,0.0058944,0.0026396,0.0023596
4482,0,2.0833299,0,0,0.0000923,0,0.0060655,0.032299,0.125213,0.28313,0.0313381,0.0618514
4483,10.4167004,6.25,6.25,6.25,0.0214968,0.0214106,0.0070175,0.0055551,0.010145,0,0.0054683,0
4484,0,0,0,0,0.0163901,0.0109289,0.0059827,0.0046808,0.00221,0.0008178,0.0017299,0.0012723
4485,8.3333302,12.5,4.1666698,4.1666698,0.0179131,0.0226539,0.0050181,0.0081316,0.0055478,0,0.0021979,0
4486,4.1666698,4.1666698,0,4.1666698,0.0269537,0.0604654,0.0053118,0.0050091,0.0037091,0.0022138,0.0019702,0
4487,0,0,0,0,0.0367309,0.0480588,0.008147,0.0060816,0.003906,0.00213,0.0039824,0.001314
4488,0,2.0833299,0,0,0.0961598,0.111487,0.0120425,0.0066848,0.0094423,0.0007496,0.0079199,0.0006124
4489,4.1666698,2.0833299,0,0,0.0379426,0.0550323,0.0057396,0.0060233,0.0032061,0.0011052,0.0024051,0.0009916
4490,0,0,0,0,0.0585488,0.0817685,0.0080818,0.0089593,0.0060582,0.0013634,0.0044044,0.0008112
4491,0,0,0,0,0.0467844,0.07466,0.0068443,0.0060746,0.0036979,0.0010216,0.0030518,0.0009278
4492,6.25,6.25,0,0,0.0350912,0.0290645,0.0065509,0.0106435,0.0026196,0.0013953,0.0026643,0.0016476
4493,0,0,0,0,0.0123026,0.0039478,0.0110731,0.017865,0.0140528,0.0098229,0.0078466,0.003862
4494,0,0,0,0,0.0352337,0.0161665,0.0103301,0.0103789,0.0075656,0.0042223,0.0069532,0.0037602
4495,0,2.0833299,0,0,0.0226461,0.0196261,0.009897,0.0111093,0.0058013,0.0052237,0.0072585,0.0057611
4496,0,0,0,0,0.0269744,0.0256947,0.0074847,0.0098435,0.0049832,0.00464,0.003547,0.0030066
4497,4.1666698,4.1666698,2.0833299,0,0.0204118,0.0292629,0.0045519,0.0059935,0.0028026,0,0.0020506,0.0021047
4498,4.1666698,6.25,0,0,0.0108764,0.0074205,0.0066316,0.0276414,0.0261466,0.0241489,0.010042,0.011413
4499,0,0,0,0,0.0075798,0.0078542,0.0067616,0.0166838,0.0344698,0.036408,0.0090038,0.0094552
4500,0,0,0,0,0.0102187,0.0167521,0.0049364,0.0070371,0.007517,0.0068483,0.0027098,0.0029747
4501,0,0,0,0,0.0137586,0.0179707,0.0047005,0.0073674,0.0030475,0.0036148,0.0021491,0.0029435
4502,0,0,0,0,0.0330513,0.103044,0.0030146,0.013754,0.00337,0.0039677,0.0023751,0.0088413
4503,8.3333302,8.3333302,0,0,0.0142052,0.0154387,0.0049778,0.0071926,0.0016685,0.00323,0.0015504,0.0024259
4504,0,0,0,0,0.0101184,0.010006,0.0070393,0.008176,0.0038868,0.0115338,0.0039062,0.0060727
4505,0,0,0,0,0.0134875,0.0429831,0.0044736,0.0043586,0.0040404,0.0048012,0.0017862,0.0031615
4506,0,0,0,0,0.0185435,0.0323882,0.0046669,0.0037771,0.0013801,0.001504,0.001544,0.0026283
4507,12.5,6.25,0,0,0.009094,0.0054588,0.0076315,0.0091522,0.0091983,0.0134015,0.0054952,0.0075802
4508,0,0,0,0,0.0212458,0.0383077,0.0051084,0.0029464,0.0010519,0.0012017,0.0015397,0.0029276
4509,0,4.1666698,0,0,0.0150348,0.014676,0.0060393,0.0041136,0.0029561,0.0003735,0.002006,0.0016495
4510,4.1666698,6.25,2.0833299,2.0833299,0.0128671,0.0240131,0.0054642,0.002317,0.0008336,0,0.0008083,0
4511,0,0,0,0,0.0055156,0.0012063,0.0039305,0.0050291,0.0028433,0.0045724,0.0024604,0.0056816
4512,0,0,0,0,0.0134952,0.016461,0.0037985,0.0040549,0.001907,0.0033256,0.0018534,0.0039423
4513,0,0,0,0,0.0127986,0.0182878,0.0043625,0.0033836,0.0020189,0.0025508,0.0017264,0.0030023
4514,0,0,0,0,0.0125127,0.0136202,0.0054773,0.0032238,0.0016989,0.0017092,0.0018716,0.0026765
4515,0,0,0,0,0.0115966,0.005836,0.0091794,0.0061522,0.0100149,0.011733,0.0124006,0.0168272
4516,2.0833299,0,0,0,0.0139357,0.0154492,0.0054839,0.0023663,0.0018278,0.0016116,0.0020642,0.0028581
4517,0,0,0,0,0.0086649,0.0056532,0.0070267,0.0087025,0.0090681,0.0227599,0.0081874,0.0152923
4518,0,0,0,0,0.0127468,0.0161294,0.0045926,0.0034272,0.0027933,0.0027607,0.0023489,0.0039516
4519,0,0,0,0,0.024112,0.0230251,0.0052696,0.0022527,0.0024834,0.0010531,0.0039385,0.0057721
4520,0,0,0,0,0.0180758,0.030587,0.0039849,0.0031316,0.0025192,0.0027679,0.0024651,0.0055225
4521,0,0,0,0,0.0071017,0.0028218,0.0053715,0.0088182,0.014416,0.038518,0.0057874,0.0185308
4522,0,0,0,0,0.0185668,0.0287439,0.0043484,0.0063945,0.004952,0.0087064,0.0027388,0.0075212
4523,0,0,0,0,0.0165332,0.020697,0.0043225,0.0053601,0.0027719,0.0043199,0.0020675,0.0046143
4524,0,0,0,0,0.0095909,0.0064558,0.0068767,0.0120126,0.0095088,0.019304,0.0072072,0.0149649
4525,8.3333302,8.3333302,0,0,0.0156648,0.014,0.0042412,0.0055759,0.0026391,0.0029976,0.0025137,0.0053382
4526,0,0,0,0,0.0175419,0.0250968,0.004301,0.0024742,0.0020027,0.0017667,0.0022707,0.0041836
4527,4.1666698,4.1666698,0,0,0.016835,0.0172999,0.0046423,0.0031844,0.0024462,0.0021594,0.002793,0.004945
4528,0,6.25,0,0,0.018486,0.0145564,0.0044902,0.0036231,0.0030384,0.0022385,0.0033335,0.0060501
4529,0,0,0,0,0.0219031,0.0221907,0.0052118,0.0026194,0.0053124,0.0023346,0.005294,0.0088296
4530,8.3333302,2.0833299,0,0,0.0076637,0.0027844,0.0041677,0.0054084,0.0077159,0.0100266,0.004483,0.0129342
4531,4.1666698,4.1666698,0,0,0.0025925,0.000223,0.0047921,0.0150839,0.078389,0.251725,0.0181107,0.0772383
4532,0,0,0,0,0.0151427,0.022494,0.0050613,0.0053768,0.0091579,0.0130465,0.0053797,0.0140823
4533,0,0,0,0,0.0140891,0.0039617,0.0062237,0.0050895,0.007809,0.0052034,0.0085507,0.0172969
4534,0,0,0,0,0.0251674,0.0008982,0.002945,0.0009846,0.0022614,0.0017954,0.0025343,0.0049258
4535,0,0,0,0,0.0197866,0.0163089,0.0051694,0.0059334,0.0030069,0.0042724,0.0030851,0.006576
4536,4.1666698,4.1666698,0,0,0.020713,0.0113687,0.0055737,0.0067416,0.0035479,0.0043363,0.0044712,0.0095201
4537,0,2.0833299,0,0,0.0139255,0.0353377,0.005033,0.0048215,0.0081168,0.0135494,0.0047588,0.0125158
4538,0,0,0,0,0.0159265,0.0210472,0.0041268,0.0047296,0.0031528,0.0054449,0.0029824,0.0082197
4539,0,0,0,0,0.0138624,0.0279675,0.0044114,0.0055418,0.0056872,0.0111096,0.0036993,0.0111214
4540,4.1666698,0,0,0,0.012555,0.0238186,0.0044531,0.0067901,0.0084702,0.0161881,0.0038602,0.0114398
4541,0,0,0,0,0.0161619,0.0205984,0.0046978,0.0056123,0.003301,0.003255,0.00299,0.0067982
4542,0,0,0,0,0.0648284,0.062873,0.0069009,0.0039295,0.0070402,0.0007454,0.0151397,0.0320816
4543,0,0,0,0,0.0054235,0.0100403,0.0050591,0.0255485,0.0201518,0.107117,0.0061737,0.0208884
4544,10.4167004,10.4167004,0,0,0.0053686,0.0108852,0.0044583,0.0092603,0.0028028,0.0110782,0.0011602,0.0024905
4545,0,0,0,0,0.0047212,0.0124298,0.0046656,0.0043328,0.002857,0.013463,0.0010876,0.0021199
4546,0,0,0,0,0.00433,0.0169694,0.0040249,0.0036581,0.0050161,0.0194507,0.0010485,0.002045
4547,0,0,0,6.25,0.0038231,0.0043619,0.0056564,0.013552,0.0116497,0.062423,0.0040082,0
4548,0,0,0,0,0.0064946,0.0211266,0.004422,0.0023392,0.0005231,0.0023945,0.0004213,0.0007492
4549,0,0,0,0,0.0069206,0.0205086,0.0034476,0.0040901,0.00202,0.007713,0.0009394,0.0021224
4550,2.0833299,6.25,0,0,0.0074872,0.0116963,0.0037202,0.0073728,0.0017054,0.0065203,0.0011679,0.0026246
4551,0,0,0,0,0.0058627,0.011835,0.0040728,0.0055472,0.0025763,0.0079179,0.0011312,0.0021605
4552,0,0,0,0,0.0075074,0.0153209,0.0036898,0.0047922,0.0015795,0.0050744,0.0009317,0.0019485
4553,6.25,8.3333302,0,0,0.0092096,0.014742,0.0032361,0.0072124,0.0016525,0.0051349,0.0009993,0.0023804
4554,0,0,0,0,0.0104846,0.0213366,0.0030946,0.0053881,0.0014252,0.0036664,0.0009532,0.0022832
4555,0,0,0,0,0.0087129,0.0149353,0.0038765,0.0061879,0.0015878,0.0042355,0.0010713,0.0021959
4556,0,0,0,0,0.0080462,0.0147293,0.0041407,0.0051751,0.0012235,0.0024176,0.0007734,0.001278
4557,0,0,0,0,0.0111414,0.0285287,0.0031727,0.0055764,0.0021316,0.0054495,0.0011453,0.0027086
4558,0,0,0,0,0.0147329,0.041781,0.0029392,0.0061478,0.0018993,0.0043744,0.0010742,0.0028462
4559,0,0,0,0,0.0102854,0.107081,0.0036951,0.0066422,0.0184939,0.0503885,0.001338,0.0032918
4560,0,0,0,0,0.0142224,0.0755546,0.0030069,0.0057081,0.0039858,0.009281,0.0011789,0.0031404
4561,2.0833299,2.0833299,0,0,0.0134277,0.0255859,0.0034955,0.0067288,0.0020361,0.0044082,0.0012867,0.0025644
4562,0,0,0,0,0.010593,0.0257751,0.0038815,0.0064254,0.0034987,0.0069629,0.0015661,0.0027621
4563,0,0,0,0,0.0361225,0.13931,0.0022476,0.0166451,0.0037647,0.0056728,0.0022628,0.0111467
4564,0,0,0,0,0.0147207,0.0694237,0.0031485,0.0050199,0.0036379,0.0058358,0.0012353,0.0024857
4565,0,0,0,0,0.0151187,0.0480568,0.0034068,0.0039623,0.0019094,0.0029328,0.0010166,0.0015885
4566,0,0,0,0,0.0218314,0.0991497,0.0028963,0.0059928,0.0031356,0.0038919,0.0013186,0.0028681
4567,8.3333302,4.1666698,0,0,0.0129735,0.040246,0.0037231,0.0044234,0.0042168,0.0053699,0.0011996,0.0015543
4568,0,0,0,0,0.0086189,0.0086692,0.0067745,0.0142498,0.0126945,0.0185092,0.0052001,0.0050799
4569,0,0,0,0,0.0166413,0.0426418,0.004161,0.0042326,0.0027992,0.0027708,0.0014073,0.0014244
4570,4.1666698,4.1666698,0,0,0.0165387,0.0181666,0.0051239,0.009006,0.0033034,0.0019731,0.0019534,0.0015545
4571,2.0833299,6.25,0,0,0.0142711,0.0702937,0.0048464,0.0045987,0.0093379,0.0069158,0.0017704,0.0013193
4572,0,0,0,0,0.0078041,0.21372,0.0055706,0.002482,0.114222,0.0852849,0.002468,0.0015266
4573,2.0833299,2.0833299,0,0,0.0337289,0.085757,0.0053054,0.0043403,0.0046545,0.0022751,0.0024749,0.0013829
4574,0,0,0,0,0.0079527,0.0068468,0.0074729,0.0026349,0.0386266,0.0109149,0.0040583,0.001025
4575,0,0,0,0,0.0066051,0.0000207,0.0079588,0.0098759,0.0176971,0.0008671,0.004611,0.0001664
4576,2.0833299,0,0,0,0.0809746,0.0075546,0.0054165,0.0063508,0.004773,0.0012519,0.0026852,0.0005487
4577,0,0,0,0,0.0241581,0.114661,0.0055612,0.0045945,0.0141212,0.0064338,0.0019498,0.000622
4578,0,0,0,0,0.0146463,0.295138,0.0056729,0.0023024,0.027675,0.0145742,0.0013252,0.0003691
4579,0,0,0,0,0.0276654,0.125929,0.0045579,0.0035944,0.0032951,0.0021244,0.0011958,0.0005946
4580,0,0,0,0,0.0289299,0.167329,0.0038018,0.004239,0.0037166,0.0026666,0.0012108,0.0009559
4581,0,0,0,0,0.0270539,0.0871683,0.0039287,0.0043633,0.002079,0.0018546,0.0012017,0.0010161
4582,0,0,0,0,0.0264175,0.0679241,0.0041466,0.0049078,0.0021158,0.0021501,0.0014516,0.0012786
4583,2.0833299,0,0,0,0.0245516,0.0289803,0.0049577,0.0069208,0.0026171,0.003156,0.0018899,0.0014962
4584,0,0,0,0,0.0221202,0.0449338,0.0055094,0.0082857,0.0052012,0.0072667,0.0030406,0.002322
4585,0,0,0,0,0.0313453,0.109313,0.0044761,0.0053501,0.0030478,0.0025941,0.001597,0.001051
4586,6.25,0,0,0,0.0099934,0.37306,0.0057535,0.0029589,0.141611,0.116231,0.0018337,0.0007773
4587,0,0,0,0,0.0265623,0.195006,0.0067476,0.0064395,0.0205911,0.0174619,0.0019315,0.0006878
4588,0,0,0,0,0.0015094,0.0004796,0.0069911,0.0051295,0.183087,0.113929,0.0028052,0.0005598
4589,0,0,0,0,0.0002865,0.0000001,0.0069469,0.0255021,0.0236872,0.0489264,0.0107219,0.0073437
4590,0,0,0,0,0.0000095,0,0.0024485,0.0199577,0.0253125,0.035737,0.0066019,0.0161572
4591,0,0,0,0,0.0010631,0.0000057,0.0060194,0.0267553,0.0180204,0.0528502,0.0091248,0.0138336
4592,0,2.0833299,2.0833299,2.0833299,0.0165563,0.0304155,0.0052929,0.0067973,0.0048333,0,0.0016033,0
4593,0,0,0,0,0.0126949,0.0492992,0.004743,0.0033462,0.0046748,0.005064,0.0013429,0.0010131
4594,0,0,2.0833299,2.0833299,0.0163906,0.0417204,0.0046434,0.0036634,0.002507,0,0.0014597,0
4595,0,0,2.0833299,0,0.0149664,0.0318444,0.0050976,0.0038231,0.0031192,0,0.0019611,0.001817
4596,0,0,0,0,0.0115402,0.025755,0.0063147,0.0047322,0.0091299,0.0116878,0.0033988,0.0026258
4597,2.0833299,2.0833299,22.9167004,22.9167004,0.0019143,0.0004407,0.0055764,0.0034088,0.0254245,0,0.00287,0
4598,2.0833299,2.0833299,4.1666698,0,0.0131805,0.0130049,0.0132617,0.0068966,0.0348811,0,0.0143854,0.0056595
4599,0,0,37.5,37.5,0.0233907,0.0576843,0.0065241,0.0039478,0.0049813,0,0.0027214,0
4600,0,0,2.0833299,2.0833299,0.0107171,0.0172694,0.0087013,0.016434,0.0884576,0.0000001,0.0138574,0
4601,0,0,4.1666698,4.1666698,0.0273956,0.0806022,0.0064767,0.0043499,0.0038678,0,0.0022808,0
4602,0,0,0,0,0.0499406,0.0892341,0.0065646,0.0045692,0.0027545,0.0009335,0.0027022,0.0008449
4603,0,0,62.5,66.6667023,0.0527277,0.0257808,0.015781,0.0165673,0.0248548,0,0.0258743,0
4604,4.1666698,4.1666698,0,0,0.0295622,0.0293595,0.0072759,0.0082714,0.0048356,0.0025865,0.0037988,0.0014242
4605,0,0,0,0,0.0686667,0.0687579,0.0092547,0.0069948,0.0042653,0.0005181,0.0032484,0.0002866
4606,0,0,2.0833299,2.0833299,0.0323848,0.0455158,0.0093237,0.0049249,0.0044731,0,0.0038047,0
4607,2.0833299,2.0833299,0,0,0.0367467,0.0390161,0.0083928,0.0044844,0.0041457,0.0010677,0.0047111,0.0017384
4608,0,0,0,0,0.017584,0.0071796,0.0142925,0.012707,0.010512,0.0120442,0.0105652,0.0050658
4609,0,0,0,0,0.0379635,0.0035912,0.0324819,0.014991,0.0542615,0.013323,0.0920755,0.0260137
4610,0,0,0,0,0.0268737,0.0205022,0.0088859,0.0111861,0.0048456,0.0049984,0.0044251,0.0032943
4611,0,0,0,0,0.0232257,0.0177678,0.0088192,0.0194872,0.0115462,0.0119565,0.0107046,0.0118243
4612,6.25,6.25,0,0,0.0214657,0.0273538,0.0054232,0.0067385,0.0035931,0.002281,0.0026299,0.0025195
4613,4.1666698,4.1666698,0,0,0.0178551,0.0217578,0.00474,0.0069119,0.0031845,0.0023411,0.0022524,0.0025043
4614,0,0,0,0,0.0138858,0.0211875,0.0049859,0.0077692,0.0060257,0.0067067,0.0033378,0.004179
4615,0,0,0,0,0.0150004,0.0262156,0.0041908,0.0060197,0.0031162,0.002911,0.0018491,0.0024006
4616,4.1666698,4.1666698,0,0,0.0117502,0.0173866,0.0047794,0.0056676,0.0019079,0.0019072,0.001161,0.0012924
4617,0,0,0,0,0.0160851,0.0260144,0.0036887,0.0063533,0.0023512,0.003402,0.00171,0.0032564
4618,6.25,6.25,0,0,0.0152091,0.0312985,0.0038634,0.0069351,0.003308,0.0044886,0.0016445,0.003023
4619,0,4.1666698,0,0,0.0152954,0.032839,0.0042538,0.0059588,0.0020549,0.0024878,0.0014733,0.0025166
4620,0,0,0,0,0.014378,0.0190493,0.0044223,0.0074198,0.0044403,0.0066966,0.0033041,0.0062531
4621,0,0,0,0,0.0112067,0.0123739,0.0067911,0.0085631,0.0048627,0.0129356,0.0045903,0.0083579
4622,0,2.0833299,0,0,0.0098446,0.0105331,0.0062782,0.0124942,0.0114473,0.0201849,0.0064468,0.0118259
4623,0,0,0,0,0.0192839,0.0320597,0.0045341,0.0035486,0.0014895,0.0016476,0.0017599,0.0032448
4624,4.1666698,2.0833299,0,0,0.0143768,0.0072874,0.0093266,0.0069439,0.0103369,0.0086042,0.0120472,0.0155745
4625,2.0833299,2.0833299,0,0,0.0164513,0.0280812,0.0052862,0.0019039,0.0005844,0.0004791,0.0007964,0.0010487
4626,0,0,0,0,0.0059522,0.0022779,0.0069056,0.0069173,0.0044429,0.0108475,0.0043105,0.0077566
4627,0,0,0,0,0.0059607,0.0018062,0.0061475,0.0100868,0.0066819,0.0238201,0.0066167,0.0149683
4628,2.0833299,0,0,0,0.0085485,0.0055652,0.0072511,0.0070805,0.0058654,0.0163884,0.0058472,0.0100953
4629,0,0,0,0,0.0145801,0.0154854,0.0053865,0.0026277,0.0018026,0.001471,0.0021954,0.0030271
4630,0,0,0,0,0.0002693,0.0000002,0.0040741,0.0038275,0.0062632,0.0086431,0.004493,0.0127528
4631,0,0,0,0,0.0154264,0.0158547,0.0053944,0.0026266,0.0019346,0.0019772,0.0026891,0.0040813
4632,0,0,0,0,0.0123275,0.0168162,0.0048659,0.0028531,0.0033001,0.0028701,0.0025254,0.0038048
4633,0,0,0,0,0.0095596,0.0049595,0.0108675,0.0047381,0.0119573,0.0087876,0.0122281,0.0124487
4634,0,0,0,0,0.0191439,0.0196468,0.0055252,0.0024239,0.0033003,0.0016928,0.0041532,0.005939
4635,0,0,0,0,0.0178461,0.0143641,0.006063,0.004484,0.0061064,0.005548,0.0080604,0.0148862
4636,0,0,2.0833299,2.0833299,0.0168394,0.0096931,0.0080945,0.0080356,0.0209768,0,0.0126841,0.0000001
4637,2.0833299,0,0,0,0.0176976,0.0276862,0.0039138,0.0035724,0.0025615,0.0032123,0.0023975,0.0058599
4638,0,0,0,0,0.0151512,0.0267951,0.0035342,0.0036123,0.0019188,0.0025575,0.0017081,0.0041295
4639,2.0833299,4.1666698,4.1666698,4.1666698,0.0180617,0.026754,0.0038472,0.0086309,0.0023892,0,0.0023786,0
4640,6.25,6.25,0,0,0.0144877,0.015966,0.003885,0.0059627,0.0026184,0.0038321,0.0023543,0.0057946
4641,0,0,0,0,0.0140993,0.0193172,0.0042771,0.0040259,0.0026039,0.0043825,0.0025782,0.0058533
