OBJECTID,Moose density 2016,Moose density 2017,Elk density 2016,Elk density 2017,Moose catchability 2016,Moose catchability+density 2016,Moose catchability 2017,Moose catchability+density 2017,Elk catchability 2016,Elk catchability+density 2016,Elk catchability 2017,Elk catchability+density 2017
960,0,0,0,0,0.0152829,0.027978,0.0052751,0.0063052,0.0034063,0.0035074,0.00149,0.0008266
961,0,0,0,0,0.0220091,0.0419971,0.0048409,0.0058666,0.0030947,0.0025219,0.001399,0.0006154
962,0,0,0,0,0.0289607,0.0336888,0.0101748,0.0155159,0.0103495,0.0058394,0.003869,0.0004343
963,0,0,0,0,0.020528,0.0436072,0.0059009,0.0033942,0.0011038,0.0006512,0.0006451,0.0001921
964,0,0,0,0,0.0067177,0.0014538,0.004197,0.005644,0.0032548,0.002735,0.0014632,0.0009757
965,0,0,0,0,0.0051352,0.0029618,0.0053857,0.0022903,0.0008306,0.0002145,0.0002831,0.000093
966,0,0,0,0,0.0140459,0.0133139,0.006451,0.0058377,0.0022056,0.0029302,0.0013408,0.0008708
967,0,0,0,0,0.0237187,0.0167054,0.0063953,0.0126195,0.0050523,0.008007,0.0022668,0.0019529
968,0,0,0,0,0.0121482,0.0036056,0.0047174,0.0087074,0.0041131,0.0048658,0.0020335,0.0022663
969,0,0,0,0,0.0137951,0.0039928,0.0057457,0.0120333,0.0062724,0.0071278,0.0026687,0.0029023
970,2.0833299,2.0833299,0,0,0.0269087,0.012528,0.0035045,0.008795,0.0013267,0.0010824,0.0015023,0.0035834
971,0,0,0,0,0.0247924,0.0134907,0.0056117,0.0060078,0.0046357,0.0023827,0.0033554,0.0029386
972,6.25,6.25,0,0,0.0160876,0.0112619,0.0058091,0.0058291,0.0046495,0.0004487,0.0018553,0.00078
973,0,2.0833299,0,0,0.0162735,0.019409,0.0042725,0.005821,0.0047847,0.0005022,0.0014622,0.0008003
974,0,0,0,0,0.0182784,0.0168609,0.0056982,0.0088017,0.006891,0.0062966,0.0031007,0.0029889
975,0,0,0,0,0.0076553,0.0007906,0.0061024,0.0124776,0.0069659,0.010507,0.0030294,0.0033264
976,6.25,4.1666698,0,0,0.0219034,0.0242459,0.0050764,0.0054028,0.0016155,0.0017707,0.0013312,0.0012699
977,0,0,0,0,0.0249381,0.045443,0.0053571,0.0034292,0.0009125,0.0007534,0.0010159,0.000928
978,0,2.0833299,0,6.25,0.0202414,0.0245788,0.0060795,0.0045937,0.0029119,0.0015894,0.0020575,0
979,10.4167004,4.1666698,0,0,0.0289884,0.0096973,0.0071246,0.0039255,0.0038614,0.0012784,0.0047143,0.0032004
980,0,0,0,0,0.02834,0.0235152,0.0046633,0.0052182,0.0029888,0.002273,0.0024615,0.0026828
981,0,0,0,0,0.0446031,0.0119633,0.0080605,0.027811,0.0074475,0.0156733,0.0048481,0.0058617
982,2.0833299,2.0833299,0,0,0.0404325,0.0141925,0.0066612,0.0298524,0.0107549,0.0223189,0.0042088,0.005689
983,0,0,0,0,0.0042151,0.0000485,0.0040831,0.0140622,0.0083393,0.0153718,0.0033434,0.0055702
984,0,0,0,0,0.0002477,0,0.0021979,0.0178359,0.0155945,0.0227514,0.0040562,0.0139335
985,0,0,0,0,0.0379198,0.0334983,0.0053733,0.0130535,0.0041417,0.0056251,0.0021965,0.0016753
986,0,0,0,0,0.033848,0.06944,0.0044227,0.0065567,0.002724,0.0021311,0.0014195,0.0007273
987,4.1666698,2.0833299,0,0,0.0662061,0.133723,0.0049167,0.0094456,0.0024589,0.0008788,0.0011301,0.0002544
988,2.0833299,0,0,0,0.0677762,0.149532,0.0034847,0.0098792,0.0020886,0.0010019,0.0012832,0.0007854
989,0,0,0,0,0.0110134,0.0213294,0.0063323,0.0057345,0.0023828,0.0032155,0.0020184,0.0016519
990,0,0,0,0,0.0035861,0.0083634,0.0104483,0.0119047,0.055664,0.122126,0.0087617,0.0058767
991,4.1666698,0,0,0,0.0078744,0.0202413,0.0076857,0.0026968,0.0016398,0.0033394,0.0010716,0.0006937
992,0,0,0,0,0.0078974,0.0219315,0.0063199,0.0038232,0.0033821,0.0049394,0.0014588,0.0010323
993,0,0,0,0,0.0064252,0.0248627,0.0060096,0.0033893,0.0057468,0.0076968,0.0013783,0.0009353
994,4.1666698,6.25,0,0,0.0068012,0.0046026,0.0084695,0.0153085,0.0068913,0.0182835,0.004695,0.0038803
995,0,0,0,0,0.0072143,0.0212715,0.0054813,0.0037431,0.0041838,0.0056685,0.0012436,0.0009144
996,8.3333302,4.1666698,0,0,0.0100037,0.0206039,0.0044983,0.0038975,0.0025372,0.0039338,0.0010171,0.0009063
997,2.0833299,2.0833299,2.0833299,0,0.0118844,0.0219017,0.0043312,0.004829,0.0020009,0,0.0011337,0.0010845
998,0,0,0,0,0.0111744,0.0241852,0.0067577,0.0023579,0.0004781,0.0013999,0.0005553,0.0004103
999,0,2.0833299,0,0,0.008778,0.0090756,0.0076896,0.0105365,0.0045196,0.0137915,0.0030609,0.0025725
1000,8.3333302,10.4167004,0,0,0.0111542,0.0167116,0.0054804,0.007007,0.0022831,0.0035077,0.0010795,0.0007785
1001,0,0,0,0,0.0125064,0.0238461,0.0037952,0.0059577,0.0027719,0.0005355,0.0006379,0.0002946
1002,0,0,0,0,0.0119387,0.0155496,0.0046478,0.0107081,0.006551,0.0014495,0.0013856,0.0005759
1003,4.1666698,4.1666698,0,0,0.0199431,0.0194793,0.0046039,0.0079544,0.0028418,0.0022458,0.0013788,0.0007403
1004,0,0,0,0,0.0200547,0.0151654,0.0060845,0.0057097,0.0020095,0.0010762,0.0010027,0.0002408
1005,2.0833299,2.0833299,0,0,0.0217375,0.0306746,0.0066671,0.006963,0.0033813,0.0015996,0.0012829,0.0003015
1006,4.1666698,4.1666698,0,0,0.0263813,0.0369156,0.0043956,0.0058644,0.0018578,0.0011828,0.0011843,0.0006124
1007,0,0,0,0,0.0052343,0.0004036,0.0054569,0.0089878,0.0051979,0.0048227,0.0019354,0.0012554
1008,0,0,0,0,0.0010281,0.0000024,0.0046252,0.0137533,0.0093774,0.0121079,0.0031761,0.0035098
1009,2.0833299,2.0833299,0,0,0.0191239,0.0098462,0.0073577,0.0138011,0.0076966,0.0136953,0.0026279,0.0019592
1010,0,0,0,0,0.012916,0.0060294,0.0100133,0.0175365,0.010489,0.0258253,0.005258,0.003949
1011,0,0,0,0,0.007185,0.0005829,0.0059073,0.0089113,0.0028438,0.0037753,0.0020392,0.00206
1012,0,0,0,0,0.0036962,0.0000868,0.0066437,0.0185942,0.0102164,0.0194472,0.0074728,0.0110409
1013,0,0,0,0,0.0171681,0.0064836,0.0090389,0.0112602,0.006483,0.0102648,0.0071565,0.0059104
1014,2.0833299,2.0833299,0,0,0.0222445,0.0300408,0.0064536,0.0031157,0.0068368,0.002146,0.0036327,0.0020885
1015,4.1666698,0,0,0,0.0183575,0.0167046,0.0049219,0.0056883,0.0043351,0.0004832,0.0016196,0.0008381
1016,0,0,0,0,0.0225727,0.0387354,0.0038215,0.0048292,0.0026908,0.0009187,0.0013447,0.0011947
1017,0,0,0,0,0.0139501,0.0182699,0.0043847,0.0059581,0.0034969,0.0006232,0.0010642,0.0005854
1018,0,0,10.4167004,0,0.0234621,0.0240096,0.0046584,0.0071497,0.0035421,0,0.0019821,0.001874
1019,0,4.1666698,0,0,0.0197635,0.0151168,0.0070664,0.0123668,0.0035523,0.0049815,0.0036865,0.0035119
1020,4.1666698,0,0,0,0.0305553,0.0388511,0.0044918,0.0047312,0.0021763,0.0014138,0.0018848,0.0018035
1021,2.0833299,0,0,0,0.0202952,0.0056166,0.0047486,0.0056911,0.0035886,0.0019839,0.0033427,0.0033896
1022,0,0,0,0,0.0479104,0.056799,0.0037659,0.0054841,0.0033001,0.0014466,0.0030907,0.0044269
1023,4.1666698,4.1666698,0,0,0.016025,0.00125,0.0067363,0.0171473,0.0083457,0.0117135,0.0037356,0.0038266
1024,6.25,6.25,0,0,0.0067824,0.0003384,0.0068793,0.0189032,0.0155606,0.0340002,0.0042488,0.0046494
1025,0,0,0,0,0.0012037,0.0000003,0.0028707,0.0148243,0.0119256,0.0216275,0.0061635,0.0156484
1026,0,0,0,0,0.0246701,0.013354,0.0056161,0.0139952,0.0078975,0.0116488,0.003182,0.0025853
1027,0,0,0,0,0.0395886,0.0398071,0.0055457,0.0099991,0.0033145,0.003443,0.0018455,0.0009543
1028,0,0,0,0,0.108454,0.0198006,0.0113954,0.0397694,0.0110261,0.0020274,0.00261,0.0000856
1029,2.0833299,2.0833299,0,0,0.0505119,0.0552196,0.0055889,0.0190299,0.0042419,0.0034255,0.0019694,0.0010466
1030,2.0833299,4.1666698,0,0,0.0966797,0.218226,0.0023899,0.0231,0.0021895,0.0012208,0.0017468,0.0032177
1031,0,0,0,0,0.0057538,0.0049262,0.010157,0.0157859,0.0066282,0.0310471,0.0025903,0.0024634
1032,0,0,0,0,0.0090437,0.0064817,0.0093458,0.0107749,0.0014937,0.0143376,0.0016859,0.0033378
1033,25,0,6.25,6.25,0.0094205,0.0044486,0.0075566,0.0053953,0.0025435,0,0.0018274,0
1034,0,2.0833299,0,0,0.0065822,0.0163884,0.007169,0.005994,0.0082294,0.0057616,0.0023651,0.0013235
1035,4.1666698,4.1666698,2.0833299,0,0.0065762,0.0091372,0.0067222,0.0062447,0.0033771,0,0.0011163,0.0003852
1036,4.1666698,4.1666698,0,0,0.0083346,0.0135752,0.0067037,0.0053827,0.0030565,0.0042302,0.0015795,0.0010622
1037,0,0,0,0,0.0090727,0.0182132,0.0067675,0.0025863,0.0005937,0.0010385,0.0004875,0.0003219
1038,2.0833299,2.0833299,0,0,0.0087877,0.0047943,0.0062938,0.0129977,0.002525,0.0331468,0.0015053,0.0044482
1039,0,0,0,0,0.0120278,0.0189029,0.005345,0.0055768,0.0027107,0.0042129,0.0015376,0.0012627
1040,0,0,0,0,0.0139084,0.0093784,0.0045289,0.0026946,0.0011736,0.0023689,0.0009253,0.0007741
1041,4.1666698,4.1666698,0,0,0.0078457,0.0034852,0.0053795,0.0026333,0.0005362,0.0008498,0.0004757,0.00035
1042,0,0,0,0,0.0042639,0.0014184,0.008007,0.0064974,0.0024793,0.0071823,0.001812,0.0014692
1043,0,0,0,0,0.0115309,0.027782,0.0045135,0.0036895,0.0010164,0.0002598,0.0003615,0.0001573
1044,2.0833299,2.0833299,0,0,0.0213738,0.0529292,0.0053438,0.0021277,0.0002374,0.0002672,0.000299,0.0001606
1045,0,0,0,0,0.0125673,0.003175,0.0043204,0.0073435,0.0036869,0.0035702,0.0014896,0.0011141
1046,6.25,6.25,0,0,0.0182927,0.0068558,0.0077132,0.0111316,0.0029497,0.0020479,0.0013401,0.0003696
1047,0,0,0,0,0.0176172,0.0038453,0.0114662,0.0148842,0.0060285,0.0067489,0.0033132,0.0006886
1048,0,0,0,0,0.0205479,0.0312445,0.0091339,0.0067746,0.0120449,0.002625,0.0059155,0.0005691
1049,0,0,0,0,0.006308,0.00402,0.0050225,0.0075409,0.0055573,0.0024513,0.002083,0.0008576
1050,0,0,0,0,0.0048384,0.0018582,0.0071976,0.0043982,0.0061097,0.0076666,0.0015234,0.0006364
1051,0,0,0,0,0.0202111,0.0126156,0.0058671,0.0075801,0.0025768,0.0034593,0.0019288,0.0015846
1052,0,0,0,0,0.0130229,0.0165259,0.0084126,0.0039209,0.0040237,0.0013775,0.0034147,0.0006782
1053,0,0,0,0,0.0143548,0.0310679,0.0058164,0.0044069,0.0040778,0.0055195,0.0012914,0.0009611
1054,0,0,0,0,0.0188298,0.010267,0.0046578,0.0089597,0.0035799,0.0006828,0.0010694,0.0006183
1055,0,0,0,0,0.0299223,0.0346088,0.0053001,0.0061846,0.0031837,0.001982,0.0021878,0.0016682
1056,2.0833299,2.0833299,0,0,0.0175062,0.0363956,0.0073478,0.0045569,0.0151968,0.004555,0.0032714,0.0016597
1057,0,0,0,0,0.022657,0.0498004,0.006852,0.0027666,0.0048811,0.0018565,0.0025354,0.0013884
1058,0,0,0,0,0.0288582,0.0522037,0.0054028,0.0027144,0.0009085,0.0005924,0.0011864,0.0007479
1059,0,0,0,0,0.0254907,0.0383531,0.0042481,0.0047494,0.0025079,0.0016878,0.0016546,0.0013885
1060,2.0833299,2.0833299,0,0,0.0111936,0.0146297,0.0074789,0.0096573,0.020757,0.0314099,0.0056858,0.0041681
1061,0,0,0,0,0.0263084,0.0548147,0.0073925,0.0047803,0.0052017,0.0009766,0.0048401,0.0011598
1062,0,0,0,0,0.0319091,0.0579087,0.0042479,0.0049084,0.0032431,0.0018488,0.0021671,0.0018134
1063,4.1666698,6.25,0,0,0.0291597,0.0140663,0.004453,0.0065299,0.0026051,0.001603,0.001998,0.0017983
1064,0,0,0,0,0.137999,0.267073,0.0034569,0.0046946,0.0048662,0.0004814,0.0059669,0.0184448
1065,0,0,0,2.0833299,0.0046491,0.0004389,0.0052752,0.0111322,0.0131492,0.0095877,0.0046706,0
1066,0,0,0,0,0.000463,0.0000002,0.0042796,0.007807,0.0070393,0.0097456,0.0040124,0.0051209
1067,0,0,0,0,0.0132592,0.0005774,0.0083451,0.0260377,0.021347,0.0360675,0.0051586,0.0033836
1068,4.1666698,4.1666698,0,0,0.0791441,0.0332873,0.0098745,0.0354046,0.0084682,0.0147441,0.0032205,0.0012684
1069,8.3333302,2.0833299,0,0,0.254528,0.0783936,0.0151697,0.0497177,0.0114149,0.0026604,0.0028373,0.0000778
1070,0,0,0,0,0.038356,0.007533,0.0079041,0.0279599,0.0081235,0.0108241,0.0026169,0.0012547
1071,0,0,0,0,0.0388473,0.0620248,0.0060288,0.0063678,0.0009139,0.0014754,0.0007883,0.0005246
1072,2.0833299,0,0,0,0.0235386,0.0239505,0.0056721,0.0135574,0.0038417,0.0091959,0.0032129,0.003532
1073,0,0,0,0,0.0061528,0.0112208,0.0103555,0.0078917,0.0052019,0.0014843,0.0021645,0.000642
1074,4.1666698,4.1666698,0,2.0833299,0.0082402,0.0161045,0.00989,0.0043642,0.0018205,0.0020561,0.001433,0
1075,10.4167004,10.4167004,0,0,0.0109046,0.0079261,0.0106945,0.0124185,0.0035783,0.0059818,0.002493,0.001326
1076,0,0,0,0,0.0097068,0.0138016,0.0076951,0.0075288,0.0046211,0.0039304,0.0021566,0.0011614
1077,0,0,0,0,0.008052,0.0076429,0.0102545,0.0089533,0.0040511,0.0097991,0.0037084,0.0023229
1078,2.0833299,4.1666698,0,0,0.0080766,0.0078944,0.0104525,0.0087854,0.0032489,0.0110668,0.0030561,0.0020006
1079,0,0,0,0,0.0066382,0.007418,0.0095362,0.0071907,0.0036398,0.0071938,0.0023477,0.0013292
1080,0,0,0,0,0.0076598,0.0126102,0.0056922,0.0048705,0.0022663,0.0007495,0.0006992,0.0002867
1081,2.0833299,2.0833299,0,0,0.00779,0.0043904,0.0078048,0.0169947,0.0089502,0.0204214,0.0049469,0.0038863
1082,0,0,0,0,0.0162077,0.0176666,0.0050461,0.0063133,0.0027114,0.0051159,0.0015477,0.0013757
1083,0,2.0833299,0,0,0.0139266,0.0223069,0.0059541,0.0043445,0.0007819,0.001902,0.0008468,0.0006783
1084,0,2.0833299,0,0,0.0150442,0.0210303,0.0057412,0.0077365,0.0018947,0.0024028,0.0011685,0.000855
1085,0,0,0,0,0.01834,0.0431044,0.0043389,0.0053843,0.0020103,0.0025867,0.0011701,0.0011121
1086,0,0,0,0,0.0205694,0.0236968,0.0052358,0.0062804,0.001098,0.0019614,0.0011676,0.0011172
1087,2.0833299,2.0833299,0,0,0.0248072,0.0256066,0.0044359,0.0085753,0.0026896,0.0028525,0.0015138,0.0012136
1088,0,0,0,0,0.0225841,0.0313462,0.004672,0.005697,0.0024179,0.0017044,0.0013707,0.0007086
1089,2.0833299,2.0833299,0,0,0.0162119,0.0115957,0.008562,0.012857,0.0071365,0.008074,0.0037288,0.00139
1090,2.0833299,2.0833299,0,0,0.0451893,0.056376,0.0054093,0.008511,0.0033407,0.0011594,0.0015857,0.0004044
1091,0,0,0,0,0.0006952,0.0000002,0.0048091,0.0187924,0.0141973,0.0077612,0.0038843,0.0019338
1092,0,0,0,0,0.0148992,0.002762,0.0065844,0.0107324,0.0063111,0.0044333,0.002716,0.0012996
1093,0,0,0,0,0.0215579,0.0250226,0.0071518,0.0035671,0.0013111,0.0009475,0.0010685,0.0004421
1094,0,0,0,0,0.0274123,0.0516359,0.0051547,0.0042371,0.0023808,0.0013185,0.0014511,0.0007267
1095,2.0833299,2.0833299,0,0,0.0261507,0.0265475,0.0049882,0.0092035,0.0037256,0.0016388,0.0020985,0.0011577
1096,0,0,0,0,0.0289737,0.0644477,0.0048484,0.0047044,0.0018176,0.0006275,0.0009131,0.0004536
1097,0,0,0,0,0.0185684,0.0089299,0.0057837,0.004438,0.0012862,0.0008958,0.0013921,0.0008239
1098,0,2.0833299,0,0,0.0328123,0.0509385,0.0058954,0.0054706,0.0027884,0.0010885,0.0020384,0.0011914
1099,8.3333302,6.25,0,0,0.0332921,0.0338244,0.0069835,0.004663,0.0047718,0.0012257,0.0033813,0.001777
1100,0,0,0,0,0.0213734,0.0165114,0.0074441,0.0110456,0.0072094,0.0082666,0.0060934,0.0049351
1101,6.25,0,0,0,0.0331958,0.0373531,0.0043058,0.0044791,0.0024293,0.0014639,0.0018352,0.0014599
1102,6.25,4.1666698,0,0,0.0393473,0.0380211,0.0044435,0.0063734,0.0031669,0.0012002,0.002273,0.0015859
1103,0,0,0,0,0.0191722,0.0028919,0.007722,0.0188753,0.0167534,0.0113999,0.0139836,0.011347
1104,4.1666698,4.1666698,0,0,0.0077188,0.0002251,0.0049773,0.0072248,0.0079365,0.0026288,0.0049702,0.0037494
1105,0,0,0,0,0.0185508,0.009175,0.0051553,0.0039708,0.0067361,0.0027171,0.003577,0.0024826
1106,0,0,0,0,0.0031654,0.0001412,0.0047924,0.0037645,0.0416372,0.0115814,0.0077638,0.0075277
1107,4.1666698,4.1666698,0,0,0.0191348,0.0034369,0.0047697,0.0049842,0.0008503,0.0007797,0.0014061,0.0015969
1108,2.0833299,0,0,0,0.0083586,0.0002269,0.0057412,0.0168156,0.0090965,0.0114815,0.0038878,0.0038679
1109,0,0,0,0,0.0706945,0.0246635,0.0099968,0.0441316,0.0129589,0.0190171,0.0057533,0.0026721
1110,6.25,12.5,0,0,0.0683099,0.0325655,0.0095946,0.0296895,0.0038137,0.0046813,0.0026576,0.0008012
1111,2.0833299,0,0,0,0.049955,0.0129271,0.0094177,0.0318912,0.0099733,0.0155583,0.0034692,0.0016014
1112,0,0,0,0,0.0310801,0.0057504,0.0079913,0.03184,0.0102122,0.0177997,0.0032611,0.0022283
1113,2.0833299,2.0833299,0,0,0.018446,0.0024533,0.0088323,0.0643033,0.0224133,0.0692777,0.0092197,0.0101467
1114,4.1666698,4.1666698,0,0,0.0199489,0.0162329,0.0059885,0.0118011,0.002406,0.0060633,0.0024989,0.0026566
1115,0,0,0,0,0.0102196,0.0170631,0.0095837,0.0076856,0.0047722,0.0043191,0.0035237,0.0018754
1116,0,0,0,0,0.0033908,0.0002372,0.0086543,0.0129281,0.0091708,0.0125276,0.0044914,0.0033689
1117,0,0,0,0,0.0001905,0.0000001,0.006043,0.0161403,0.0190665,0.0307449,0.0060039,0.0075852
1118,0,0,0,0,0.0084098,0.0065004,0.0099023,0.0165299,0.0122598,0.0161302,0.0071788,0.0042359
1119,0,0,0,0,0.0079563,0.0142198,0.0078736,0.003712,0.0013283,0.0004556,0.0006306,0.0001989
1120,0,0,0,0,0.0106729,0.0233435,0.0065689,0.0032254,0.0012175,0.0009376,0.0007544,0.0003554
1121,0,0,0,0,0.0083216,0.008874,0.0100397,0.0063102,0.002114,0.00521,0.0020945,0.0011584
1122,0,0,0,0,0.0108687,0.0220223,0.0065022,0.0040486,0.0018674,0.0031728,0.0012184,0.0007593
1123,0,0,0,0,0.0138566,0.0214072,0.0056269,0.0056057,0.0019252,0.0025552,0.0012989,0.0008654
1124,2.0833299,0,0,0,0.0122234,0.0157603,0.0065798,0.0082256,0.0057164,0.0115446,0.0018816,0.0013329
1125,4.1666698,6.25,0,0,0.0116574,0.0072244,0.0085878,0.0198876,0.00645,0.0258014,0.0044332,0.0036894
1126,4.1666698,4.1666698,0,0,0.018388,0.0351887,0.0041763,0.0066728,0.002493,0.0029788,0.0012935,0.0010966
1127,0,0,0,0,0.0134016,0.0061009,0.0045652,0.0113584,0.0046997,0.0069685,0.0019992,0.0021163
1128,0,0,0,0,0.0234208,0.0117501,0.0048613,0.0126751,0.0023448,0.0040476,0.0018092,0.0021286
1129,0,0,0,0,0.0151842,0.0061634,0.0047738,0.0107574,0.0041657,0.0051416,0.0019763,0.0018214
1130,0,0,0,0,0.0164538,0.0264517,0.0055708,0.003067,0.0008337,0.0004658,0.0004972,0.0002124
1131,0,0,0,0,0.0201463,0.0343701,0.0039179,0.0070905,0.0036326,0.0004159,0.0008899,0.0003414
1132,0,2.0833299,0,0,0.0277225,0.0402129,0.005166,0.0105561,0.0057509,0.0025911,0.0023939,0.0012166
1133,0,0,0,0,0.23083,0.260644,0.0089988,0.0130793,0.003884,0.0002524,0.0016924,0.0000422
1134,8.3333302,6.25,0,0,0.0281142,0.0159406,0.0059679,0.0077729,0.0036705,0.0014155,0.002125,0.0007821
1135,0,0,0,0,0.031457,0.0459868,0.0075384,0.0042868,0.0035896,0.0014562,0.0018311,0.0005289
1136,0,0,0,0,0.0451846,0.0675145,0.0052908,0.0046659,0.0026921,0.0007957,0.0017027,0.0004938
1137,6.25,2.0833299,0,0,0.0289835,0.0151109,0.0081639,0.0207237,0.0160855,0.0122554,0.0086427,0.0030037
1138,0,0,0,0,0.0348381,0.0563593,0.0055761,0.0050121,0.0016698,0.0004132,0.0009735,0.0002585
1139,0,0,0,0,0.013086,0.0017296,0.0065899,0.010479,0.0064459,0.0032331,0.0029027,0.0012311
1140,2.0833299,0,0,0,0.0652472,0.0517267,0.0062345,0.0496066,0.0492609,0.0327626,0.0228814,0.0322659
1141,0,0,0,0,0.0332315,0.0516374,0.0065358,0.0040818,0.0036456,0.0013284,0.0025882,0.0012076
1142,2.0833299,2.0833299,2.0833299,2.0833299,0.0431665,0.0944862,0.0050767,0.0020589,0.0002779,0,0.0004047,0
1143,0,0,0,0,0.0353799,0.0337057,0.0052731,0.0073531,0.0042841,0.0021118,0.0032834,0.0024546
1144,0,0,0,0,0.0439379,0.003284,0.0092184,0.0023127,0.0178868,0.0010281,0.0168075,0.0048724
1145,0,0,0,0,0.001007,0,0.0034133,0.0445331,0.063709,0.0381706,0.0365441,0.0819174
1146,6.25,6.25,0,0,0.0015244,0.0000021,0.004673,0.0085342,0.0041002,0.0024532,0.0031455,0.002334
1147,2.0833299,0,0,0,0.0270902,0.0025935,0.0057591,0.0222265,0.0055083,0.005239,0.0081395,0.0112621
1148,0,0,0,0,0.0355051,0.0344873,0.0061014,0.0035673,0.0011045,0.0007423,0.0014559,0.0008772
1149,10.4167004,12.5,0,0,0.0259176,0.05089,0.004757,0.0062747,0.0065806,0.0035064,0.0019042,0.00116
1150,2.0833299,2.0833299,0,0,0.0359062,0.0585175,0.0045947,0.0028038,0.0004954,0.0004096,0.00062,0.0004631
1151,0,0,0,0,0.0188302,0.0013665,0.0060427,0.019829,0.0097521,0.0074571,0.0037775,0.0021042
1152,0,0,0,0,0.0008067,0.0000002,0.0046039,0.0219076,0.0174187,0.0174531,0.0051614,0.0043067
1153,0,0,0,0,0.072022,0.0371645,0.0082746,0.029763,0.0076718,0.0117943,0.0029812,0.0020037
1154,0,0,0,0,0.0386894,0.0175704,0.009405,0.0358285,0.0147354,0.0328217,0.0046239,0.0035097
1155,6.25,2.0833299,0,0,0.0410586,0.038253,0.0050301,0.0117387,0.0014092,0.001527,0.0011136,0.001225
1156,2.0833299,4.1666698,0,10.4167004,0.031703,0.0147287,0.0071994,0.0304172,0.008269,0.0173826,0.0024969,0
1157,0,0,0,0,0.0103063,0.0159179,0.007622,0.0079956,0.0069026,0.0010235,0.002694,0.0009294
1158,0,0,0,0,0.0135161,0.0042652,0.0086005,0.0103934,0.0057263,0.0068632,0.003614,0.002498
1159,0,0,0,0,0.0063989,0.0011013,0.0077437,0.0093671,0.007276,0.0063906,0.0036868,0.0025406
1160,0,0,0,0,0.0056586,0.000717,0.0064911,0.0090554,0.0055649,0.0062345,0.0029246,0.002248
1161,0,0,0,0,0.0168352,0.024731,0.0059343,0.0056147,0.0024073,0.002173,0.0018627,0.0010771
1162,0,0,0,0,0.013979,0.0279028,0.0070206,0.0030264,0.0008312,0.0008892,0.000822,0.0003863
1163,0,0,0,0,0.0126227,0.0191288,0.0063814,0.0031517,0.0006909,0.0002909,0.0005274,0.0001293
1164,0,0,0,0,0.0095296,0.0238195,0.0055461,0.0027963,0.0012466,0.0002716,0.0003859,0.0001069
1165,0,0,0,0,0.0097675,0.022441,0.0065948,0.0042684,0.0020363,0.0009698,0.0006743,0.0003216
1166,0,0,0,0,0.0183266,0.0059298,0.0103645,0.0226383,0.006144,0.0162659,0.0028332,0.0016623
1167,0,0,0,0,0.0162572,0.0264844,0.0051748,0.0071779,0.003734,0.0040041,0.0015229,0.0009797
1168,0,0,0,0,0.0104292,0.0026516,0.0056633,0.0117554,0.0056754,0.0083345,0.0022928,0.0016281
1169,0,2.0833299,0,0,0.0090061,0.0018598,0.0054179,0.0204346,0.0076984,0.0103581,0.002598,0.0020702
1170,2.0833299,2.0833299,0,0,0.0188836,0.0041066,0.0077639,0.0403408,0.0085198,0.0237463,0.0063001,0.005972
1171,2.0833299,2.0833299,0,0,0.0159564,0.005897,0.0057031,0.0104311,0.0033705,0.0072899,0.001857,0.001633
1172,0,2.0833299,0,0,0.0236508,0.0306819,0.0071323,0.0050962,0.0010451,0.0013014,0.0009397,0.0003992
1173,0,0,0,0,0.0303284,0.0453772,0.0052117,0.0066231,0.0023736,0.0017127,0.0014379,0.0008066
1174,0,0,0,0,0.0264064,0.0835656,0.0063476,0.0081457,0.0120566,0.0016436,0.0056884,0.0011602
1175,0,0,0,0,0.16772,0.0574603,0.0076643,0.0081509,0.0043992,0.0005007,0.0018957,0.0002784
1176,0,0,0,0,0.0281464,0.0101442,0.0051386,0.0048967,0.0028132,0.0007848,0.0021486,0.0007608
1177,0,0,0,0,0.166346,0.368172,0.0139451,0.0030961,0.0084965,0.0000578,0.0099033,0.0000865
1178,0,0,0,0,0.0468735,0.0699198,0.0059582,0.0046969,0.0030626,0.0009973,0.0021869,0.0005794
1179,0,0,2.0833299,0,0.0135765,0.0013682,0.0055983,0.0096788,0.004871,0,0.0025185,0.0009577
1180,0,0,0,0,0.0406281,0.0678098,0.005973,0.0070476,0.0036733,0.0012791,0.0021416,0.0004995
1181,2.0833299,2.0833299,0,0,0.197266,0.361397,0.0104399,0.0083772,0.0018519,0.0000923,0.0010891,0.000023
1182,6.25,4.1666698,0,0,0.0617876,0.0446592,0.0064722,0.008191,0.0025106,0.0007896,0.0022722,0.0008098
1183,6.25,2.0833299,0,0,0.0792652,0.0700825,0.0063214,0.0050628,0.0039083,0.0006465,0.0036072,0.0012367
1184,0,0,16.6667004,0,0.0496184,0.0668239,0.0070136,0.0031909,0.0017646,0,0.0022488,0.0005646
1185,4.1666698,8.3333302,2.0833299,0,0.0518132,0.0553016,0.006,0.0065368,0.0036562,0,0.0029724,0.0012395
1186,0,0,0,0,0.0020383,0.0000003,0.0033631,0.0050337,0.0115769,0.0039874,0.0060976,0.0053133
1187,0,0,0,0,0.0340667,0.0044693,0.0047582,0.007649,0.0036025,0.0012753,0.0023455,0.0008107
1188,6.25,6.25,0,0,0.0515968,0.0668423,0.0063264,0.0058613,0.0015409,0.0008243,0.0016189,0.0004324
1189,18.75,16.6667004,0,0,0.0982027,0.118292,0.0067429,0.0096505,0.0005572,0.0002241,0.0006819,0.0001653
