FID,Month,Year,Used,ConBog,MarshGrass,Mixedwood,Opendec,BTrail_D,Edge_D,Road_D,Stream_D,Trail_D,Water_D,Ruggedness,M_Density
1082,0,2017,0,0,0.416107,0,0,8.8279305,3.43399,8.1415195,5.3619099,8.9358702,5.1399398,1,0
1083,0,2017,0,0,0.0201342,0.0134228,0,8.7360401,5.0910201,8.0676098,5.8923302,8.8544703,5.3814301,3,0
1084,0,2017,0,0,0,0,0,8.6348896,5.3619099,8.0147305,6.2648902,8.7660303,5.9191098,0,0
1085,0,2017,0,0,0,0.0201342,0,8.5224104,6.0001602,7.98316,5.1700802,8.66924,6.8723502,13,0
1086,0,2017,0,0,0,0.0067114,0,8.39575,6.0375199,7.9658899,5.1399398,8.5624399,6.6605701,12,0
1087,0,2017,0,0,0,0.0134228,0,8.2508602,6.0375199,7.98316,6.4906502,8.4434204,6.8485799,3,0
1088,0,2017,0,0.0134228,0,0.0268456,0,8.0816603,5.5959301,8.0132999,5.1399398,8.3092403,6.9591298,4,0
1089,0,2017,0,0.0536913,0,0.0268456,0.557047,7.87853,5.6490402,8.0655699,5.0367599,8.1558504,6.84092,2,0
1090,0,2017,0,0.422819,0.0738255,0.0872483,0.0536913,7.6248598,4.5629802,8.0566101,6.4416099,7.9777398,6.3145299,1,0
1091,0,2017,0,0.362416,0.0067114,0.0067114,0.302013,7.2888899,5.0910201,8.0830402,7.0974202,7.76753,5.2508898,2,0
1092,0,2017,0,0.805369,0.0067114,0.134228,0,6.8023901,4.6928701,8.13976,6.9113998,7.5174298,5.6490402,0,0
1093,0,2017,0,0.536913,0.0067114,0.0872483,0,6.0722799,4.1108699,8.2176399,6.4484401,7.2308002,6.5745301,1,0
1094,0,2017,0,0.0402685,0.033557,0.201342,0,0,4.51086,8.17134,5.4608898,6.97826,6.5237799,5,0
1095,0,2017,0,0.503356,0.0201342,0.375839,0,4.1108699,5.1985002,8.1477804,6.10252,6.9554501,5.6261301,2,0
1096,0,2017,0,0.174497,0.483221,0.268456,0,4.82586,3.77107,8.0894699,6.0527101,6.7905798,5.35186,2,0
1097,0,2017,0,0.785235,0.147651,0.0604027,0.0067114,6.2363701,0,8.0358696,3.77107,5.9191098,6.3833899,1,0
1098,0,2017,0,0.281879,0,0.167785,0,6.9699798,5.3094902,8.0166502,6.0527101,4.45263,7.0613298,14,2.0833299
1099,0,2017,0,0.0067114,0,0.161074,0,6.78369,6.0138202,8.0358696,6.5710101,6.3833899,7.47017,6,0
1100,0,2017,0,0,0,0.0268456,0,6.5883799,5.98037,8.02563,5.0172801,6.2761798,7.6556501,21,2.0833299
1101,0,2017,0,0.154362,0.416107,0.0805369,0,6.8880501,3.43399,7.89679,5.9687099,4.6928701,7.7279401,1,0
1102,0,2017,0,0.993289,0,0.0067114,0,6.4998999,6.0956998,7.7887702,6.3583298,6.1114702,7.4995599,1,0
1103,0,2017,0,1,0,0,0,6.5314898,5.98037,7.7186899,6.1136799,6.6765699,7.2556601,0,0
1104,0,2017,0,0.697987,0.302013,0,0,6.9675899,3.77107,7.7057099,4.6928701,6.9285402,6.9289699,1,0
1105,0,2017,0,0.644295,0.322148,0.033557,0,7.2449899,3.43399,7.6924901,5.8603802,7.1693501,6.2825198,2,0
1106,0,2017,0,0,0.42953,0,0.033557,7.2522802,0,7.7355599,5.2631798,7.4375501,5.5570998,3,2.0833299
1107,0,2017,0,0,0,0,0,6.7979202,5.8021202,7.8350201,6.08178,7.6838899,6.2097702,1,0
1108,0,2017,0,0,0.0469799,0,0,6.3596802,4.82586,7.90659,5.9687099,7.7057099,5.8923302,2,4.1666698
1109,0,2017,0,0,0,0,0,6.3473902,5.4847999,8.0079498,6.5745301,7.3908,6.5149598,1,0
1110,0,2017,0,0,0,0,0,3.43399,5.7361498,7.93468,7.1410699,6.9285402,6.98564,0,0
1111,0,2017,0,0,0,0,0,3.43399,5.4925199,7.87853,6.8913202,6.0426302,7.1200199,1,0
1112,0,2017,0,0,0,0,0,5.0172801,5.8378801,7.73599,6.3362002,4.7957902,6.65835,2,0
1113,0,2017,0,0,0.234899,0,0,5.7810798,3.43399,7.6073899,6.43817,5.9687099,5.9191098,1,0
1114,0,2017,0,0,0,0,0,5.3094902,6.0029202,7.54599,6.9921498,0,6.2825198,1,6.25
1115,0,2017,0,0,0,0,0,6.29496,5.6919298,7.5799899,7.1830401,6.1519098,6.7044001,1,0
1116,0,2017,0,0,0.0738255,0,0,6.8378201,4.82586,7.6213002,6.9675899,6.8490901,6.7151098,0,6.25
1117,0,2017,0,0,0.0536913,0,0,5.9687099,4.9064898,7.5616999,6.84092,7.2707,5.5570998,0,0
1118,0,2017,0,0,0.228188,0,0,5.2121201,3.43399,7.5946698,6.7842698,7.5882502,4.6928701,0,0
1119,0,2017,0,0,0.375839,0,0,6.3145299,0,7.70471,5.7361498,7.8375602,4.9064898,3,0
1120,0,2017,0,0,0.281879,0,0,6.8927202,3.43399,7.8524699,4.82586,8.0418701,5.2121201,2,0
1121,0,2017,0,0,0.0268456,0,0,7.2669802,4.45263,7.9278698,4.1108699,8.2136497,6.4573898,2,0
1122,0,2017,0,0.0134228,0,0.0402685,0,7.5820899,5.7071099,7.9956298,6.1289001,8.36133,6.14574,1,2.0833299
1123,0,2017,0,0,0.369128,0,0,7.4328499,0,8.0903196,4.2207098,8.4906197,6.1114702,2,0
1124,0,2017,0,0,0.120805,0,0,6.99933,4.82586,8.1979504,5.98037,8.6054602,5.3909101,0,14.5832996
1125,0,2017,0,0,0,0,0,6.2415199,5.2508898,8.3087997,5.5570998,8.7087097,6.5149598,1,0
1126,0,2017,0,0,0.469799,0,0,3.43399,0,8.4173803,4.6928701,8.8024502,6.9207001,1,0
1127,0,2017,0,0,0.33557,0.0067114,0,5.6490402,0,8.52104,4.51086,8.8882599,6.3910499,7,0
1128,0,2017,0,0,0.302013,0.0134228,0,5.4608898,0,8.5315704,4.2207098,8.9661398,4.2207098,7,8.3333302
1129,0,2017,0,0,0.127517,0,0,4.9064898,4.7957902,8.5357504,5.3094902,9.0383997,5.6261301,0,0
1130,0,2017,0,0,0.436242,0,0,5.3909101,3.43399,8.5534801,6.6245899,9.1059799,4.7957902,2,2.0833299
1131,0,2017,0,0,0.275168,0,0,0,3.43399,8.5720196,7.1693501,9.1694298,5.0172801,1,0
1132,0,2017,0,0,0.328859,0,0,6.12675,4.51086,8.5044003,7.1902599,9.2292099,5.4357901,0,6.25
1133,0,2017,0,0,0.100671,0,0,6.9113998,4.1108699,8.4431696,7.2627902,9.26896,6.3460002,2,0
1134,0,2017,0,0,0.0067114,0,0,6.9611502,5.2508898,8.39223,6.8645501,9.3047895,6.8460398,1,6.25
1135,0,2017,0,0,0,0.0134228,0,6.9554501,6.2825198,8.3533001,6.3145299,9.3409996,7.18718,1,0
1136,0,2017,0,0.033557,0.0738255,0.557047,0,6.9623699,3.43399,8.3318596,4.1108699,9.3772802,7.3569498,7,16.6667004
1137,0,2017,0,0,0,0,0,7.2016401,5.6261301,8.3286896,3.43399,9.4017801,7.1728101,7,0
1138,0,2017,0,0.0067114,0,0.0671141,0,7.45473,5.6021199,8.3286896,5.2508898,9.3973398,7.1620898,2,8.3333302
1139,0,2017,0,0,0.255034,0,0,7.3908,4.51086,8.3214197,5.2121201,9.3953505,6.9871802,2,0
1140,0,2017,0,0,0.114094,0,0,7.2315102,4.1108699,8.3290596,6.6613102,9.3958502,6.53053,1,0
1141,0,2017,0,0,0,0,0,7.01302,5.6082301,8.3487797,7.2308002,9.3988199,6.4906502,1,0
1142,0,2017,0,0,0,0,0,6.85463,6.2648902,8.2819796,7.2739601,9.4042301,6.9639802,3,0
1143,0,2017,0,0,0,0,0,6.9289699,6.5188999,8.23106,6.9875698,9.4119797,6.70575,3,0
1144,0,2017,0,0,0.033557,0,0,7.0188198,5.0910201,8.2021599,6.5149598,9.4219904,5.7071099,1,0
1145,0,2017,0,0,0.0738255,0.0067114,0,6.2632599,3.77107,8.1227398,5.8888798,9.4341002,6.1778102,1,0
1146,0,2017,0,0.14094,0,0.751678,0,4.1108699,5.5434499,8.0603504,5.6490402,9.4481697,6.6149702,1,0
1147,0,2017,0,0,0.0872483,0.0805369,0,5.3909101,4.45263,8.0288496,0,9.4640198,6.8062701,12,0
1148,0,2017,0,0,0.38255,0,0,3.43399,0,8.0345497,4.1108699,9.4814901,5.9476099,4,6.25
1149,0,2017,0,0,0.268456,0,0,5.0367599,4.2207098,8.0762501,5.3909101,9.4542103,5.4847999,1,0
1150,0,2017,0,0.0067114,0.644295,0.033557,0,6.6222,4.1108699,8.1459703,6.3362002,9.4062204,4.51086,1,
1151,0,2017,0,0,0.14094,0.0134228,0,7.1720099,4.45263,8.0882902,6.6214099,9.3558302,5.6490402,3,
1152,0,2017,0,0,0,0.0067114,0,7.0410399,5.8183298,8.0401897,6.3362002,9.3027897,6.7502699,5,
1153,0,2017,0,0,0.0134228,0,0,6.9060001,5.0367599,8.0269299,5.1985002,9.2468004,6.6700902,5,
1154,0,2017,0,0,0.167785,0,0,6.9060001,3.43399,8.0512896,3.43399,9.18752,6.21521,3,
1155,0,2017,0,0,0,0,0,7.16748,5.3909101,8.0138502,6.0375199,9.1245499,5.7853599,1,
1156,0,2017,0,0,0.174497,0,0,7.4623599,4.2207098,8.0098896,6.29496,9.0573997,6.3145299,0,
1157,0,2017,0,0,0.0134228,0,0,7.6996498,4.5629802,8.0444298,5.9476099,8.9855003,5.8640299,2,
1158,0,2017,0,0,0.315436,0,0,7.8859,0,7.9500799,0,8.9081202,5.2121201,1,
1159,0,2017,0,0,0,0,0,8.0512896,5.9319801,7.8233299,5.8603802,8.8243799,6.4864802,3,
1160,0,2017,0,0,0,0,0,8.1451702,6.3846798,7.7282901,6.3948398,8.73318,7.1261702,2,
1161,0,2017,0,0,0.0536913,0,0,8.2488298,0,7.6921101,6.7459302,8.6330996,7.51262,2,
1162,0,2017,0,0,0,0,0,8.3544302,5.9319801,7.7282901,6.4288602,8.5222998,7.7318501,1,
1163,0,2017,0,0,0,0,0,8.2517796,5.4608898,7.6212001,5.5570998,8.3983603,7.6691799,3,
1164,0,2017,0,0,0.0738255,0,0,8.0914602,4.51086,7.2730899,4.7957902,8.2579803,7.6784201,3,
1165,0,2017,0,0,0.0805369,0,0,7.90556,3.43399,6.7345901,3.43399,8.0966702,7.6841698,3,
1166,0,2017,0,0,0.0402685,0.033557,0,7.6882501,4.6928701,5.4847999,5.6261301,7.9082398,7.63621,1,
1262,0,2016,0,0,0,0.0134228,0,6.87428,6.0527101,8.4639997,5.8603802,9.3513203,6.6051698,2,0
1263,0,2016,0,0,0.0201342,0,0,7.0560002,5.1985002,8.46348,4.6928701,9.3464098,6.5710101,3,2.0833299
1264,0,2016,0,0,0.0067114,0.0134228,0,6.9285402,5.2121201,8.4576597,6.3460002,9.3442097,6.9966998,1,0
1265,0,2016,0,0,0.0134228,0,0,6.83988,5.1985002,8.46348,6.8561301,9.3447599,7.1273298,1,2.0833299
1266,0,2016,0,0,0,0,0,6.3362002,5.9537301,8.4660196,6.8913202,9.3480501,7.1155801,1,0
1267,0,2016,0,0,0,0,0,5.9319801,6.73523,8.4139404,6.7371302,9.3540297,7.2006402,3,0
1268,0,2016,0,0,0,0.0402685,0,6.2005801,6.3910499,8.3753004,6.53053,9.3626003,6.65835,2,0
1269,0,2016,0,0,0.0469799,0,0,6.43817,4.9064898,8.3372498,5.4608898,9.3736296,5.9191098,2,0
1270,0,2016,0,0,0.302013,0.0067114,0,5.98037,0,8.2746601,0,9.3869495,4.6928701,2,0
1271,0,2016,0,0.0268456,0,0.0536913,0,4.5629802,5.3909101,8.2293901,5.5149899,9.4023895,6.5419002,1,2.0833299
1272,0,2016,0,0,0.0604027,0,0,5.7680202,0,8.2071304,3.43399,9.4197397,6.7648702,7,0
1273,0,2016,0,0,0.328859,0.0201342,0,5.0910201,3.43399,8.2111301,6.2363701,9.4387999,5.7680202,1,2.0833299
1274,0,2016,0,0.0067114,0.255034,0.0268456,0,5.1700802,4.2207098,8.2407904,5.1700802,9.4515495,5.8021202,2,0
1275,0,2016,0,0.0067114,0.651007,0,0,6.4769702,3.77107,8.2919102,4.6928701,9.4032898,4.6928701,2,
1276,0,2016,0,0,0,0,0,6.69345,5.4925199,8.2494802,5.9059,9.3525896,6.5029502,5,
1277,0,2016,0,0,0.449664,0.0402685,0,6.29954,0,8.2151003,4.1108699,9.29918,6.7502699,11,
1278,0,2016,0,0,0.375839,0.0067114,0,6.0650301,0,8.2057896,3.43399,9.2427597,5.6490402,4,
1279,0,2016,0,0,0.0872483,0,0,6.1114702,5.0367599,8.22295,5.4847999,9.1829796,5.9687099,1,
1280,0,2016,0,0,0.0805369,0.0067114,0,6.8112102,4.45263,8.1939402,5.3814301,9.1193895,5.1399398,2,
1281,0,2016,0,0,0.469799,0,0,7.2147298,0,8.1911802,5.8183298,9.0515003,5.0172801,0,
1282,0,2016,0,0,0,0,0,7.5033998,5.2508898,8.2110004,6.3948398,8.9786797,6.0576701,1,
1283,0,2016,0,0,0.134228,0,0,7.7455201,3.43399,8.1080999,6.1778102,8.9001503,5.6021199,4,
1284,0,2016,0,0,0,0,0,7.86901,6.1778102,8.0189896,6.6214099,8.8149405,6.4906502,3,
1285,0,2016,0,0,0,0,0,7.99823,6.3362002,7.9567499,6.4109201,8.7218304,7.1155801,2,
1286,0,2016,0,0,0,0,0,8.13204,5.5149899,7.9341602,6.0426302,8.6191998,7.5072198,1,
1287,0,2016,0,0,0,0,0,8.2615404,6.29496,7.8789101,3.43399,8.5049,7.7899299,1,
1288,0,2016,0,0,0.0268456,0,0,8.21626,4.2207098,7.6212001,4.45263,8.3759499,7.91537,3,
1289,0,2016,0,0,0,0,0,8.0418301,6.0451698,7.2730899,6.0375199,8.2280798,7.9210401,3,
1290,0,2016,0,0,0.0402685,0.0067114,0,7.83184,4.51086,6.7345901,6.3174801,8.0548897,7.9198499,2,
1291,0,2016,0,0,0.167785,0.033557,0,7.5693102,3.77107,5.4847999,4.8542099,7.8461099,7.8172402,2,
1292,0,2017,0,0,0.181208,0,0.624161,9.3597898,4.1108699,7.2326798,6.2483101,9.4204502,5.1985002,1,0
1293,0,2017,0,0,0.261745,0,0.281879,9.3067398,3.43399,7.5923901,6.2632599,9.3706303,5.3909101,0,0
1294,0,2017,0,0,0.114094,0,0.248322,9.25072,4.45263,7.8565402,6.4288602,9.3182001,5.3619099,2,0
1295,0,2017,0,0,0,0,0,9.1913795,5.7071099,8.0653496,6.9921498,9.2628698,6.0527101,2,0
1296,0,2017,0,0,0.187919,0,0,9.1282902,3.43399,8.2139502,7.35987,9.2043104,6.2483101,3,0
1297,0,2017,0,0,0.0067114,0,0,9.0609503,5.1700802,8.2842503,6.9875698,9.1421099,5.6919298,1,0
1298,0,2017,0,0,0.181208,0,0,8.9887505,3.43399,8.2842503,6.6493702,9.0757904,4.1108699,0,0
1299,0,2017,0,0,0.100671,0,0,8.9109297,5.0172801,8.2945004,5.7810798,9.0047703,0,0,0
1300,0,2017,0,0,0.214765,0.0067114,0,8.82654,3.43399,8.2874498,5.7810798,8.92834,4.1108699,0,2.0833299
1301,0,2017,0,0,0.0469799,0,0,8.7343702,4.9064898,8.2315998,6.5875301,8.8455896,5.5959301,8,0
1302,0,2017,0,0,0.181208,0.0604027,0,8.6328402,0,8.1931801,5.6082301,8.7554102,6.3985901,9,10.4167004
1303,0,2017,0,0,0,0.120805,0,8.5198402,6.0138202,8.1669703,5.4608898,8.6563196,6.4416099,10,0
1304,0,2017,0,0,0.127517,0,0,8.3924398,3.43399,8.1550798,6.4573898,8.5464001,5.1985002,3,0
1305,0,2017,0,0,0.0067114,0,0,8.2464199,5.35186,8.1669703,5.8957601,8.4229803,6.2632599,5,0
1306,0,2017,0,0,0,0.0134228,0,8.0754299,6.4109201,8.1907997,4.1108699,8.2823296,6.9289699,20,4.1666698
1307,0,2017,0,0,0,0,0,7.8691401,6.6092801,8.2315998,3.77107,8.1189203,6.8112102,13,0
1308,0,2017,0,0,0,0,0,7.6091599,6.14574,8.2305803,6.3948398,7.9241199,6.27777,11,0
1309,0,2017,0,0,0,0,0,7.2576799,6.1539502,8.2493801,6.8171902,7.6834102,6.3846798,13,0
1310,0,2017,0,0,0.0268456,0,0,6.7151098,5.0910201,8.2906904,6.5314898,7.3699799,6.3596802,4,0
1311,0,2017,0,0,0.033557,0.0134228,0,5.5570998,4.9064898,8.3494101,5.1700802,6.9289699,6.9073501,1,0
1312,0,2017,0,0,0.295302,0.0671141,0.0469799,4.9064898,3.77107,8.3249197,3.43399,6.2825198,6.9966998,2,2.0833299
1313,0,2017,0,0.959732,0.0201342,0.0134228,0.0067114,6.2483101,5.0172801,8.3071604,0,6.1778102,6.7294698,1,0
1314,0,2017,0,0.456376,0.543624,0,0,6.55302,0,8.2491102,3.43399,5.7266598,6.6982698,1,0
1315,0,2017,0,0.322148,0.0201342,0.228188,0.187919,6.8383298,5.0172801,8.2107401,5.8021202,4.45263,6.8991699,2,0
1316,0,2017,0,0.0134228,0,0.0402685,0,7.2046399,6.5710101,8.1972599,4.6928701,5.7361498,7.2282,10,2.0833299
1317,0,2017,0,0,0,0.0536913,0,7.2556601,5.2631798,8.2107401,5.9414201,6.7737799,7.2205501,1,0
1318,0,2017,0,0,0,0,0,7.1884599,6.10252,8.1671896,3.43399,6.69206,7.3622398,15,0
1319,0,2017,0,0,0.0134228,0.0067114,0,7.2911901,5.0910201,8.0733299,6.35289,5.8923302,7.4253898,17,0
1320,0,2017,0,0.0067114,0.107383,0.302013,0,7.12994,0,7.99965,6.0375199,0,7.53865,3,0
1321,0,2017,0,0.033557,0.0939597,0.0469799,0,7.1390901,4.1108699,7.95293,5.35186,5.3909101,7.33846,3,0
1322,0,2017,0,1,0,0,0,7.3182602,5.8923302,7.94485,4.1108699,6.1835999,6.8490901,0,0
1323,0,2017,0,0.550336,0.449664,0,0,7.53584,0,7.9343901,4.45263,6.7459302,5.8957601,1,0
1324,0,2017,0,0,0,0,0,7.46311,5.2508898,7.96137,5.4357901,7.20364,5.6021199,4,0
1325,0,2017,0,0,0.0067114,0,0,7.2147298,5.0910201,8.0269299,6.3404298,7.5412002,5.7500601,4,0
1326,0,2017,0,0,0.0805369,0,0,7.0656099,3.43399,8.0938597,6.8987098,7.7344398,6.8084798,1,2.0833299
1327,0,2017,0,0,0,0,0,6.3473902,5.8183298,8.1657,7.0549898,7.44345,6.6455798,2,0
1328,0,2017,0,0,0,0,0,3.43399,5.8888798,8.11975,6.83988,7.05196,6.1758699,2,0
1329,0,2017,0,0,0,0,0,5.2508898,5.71207,8.0478497,6.3833899,6.5218301,6.6455798,1,0
1330,0,2017,0,0,0,0,0,5.1985002,5.3909101,7.93927,5.0910201,5.9319801,6.97473,1,8.3333302
1331,0,2017,0,0,0.0134228,0,0,3.43399,4.9064898,7.85742,5.8888798,3.77107,6.85463,2,0
1332,0,2017,0,0,0.161074,0.0067114,0,0,3.43399,7.8210902,6.86797,0,6.5823698,1,0
1333,0,2017,0,0,0.0536913,0,0,5.6021199,5.0172801,7.8409801,7.0184598,4.6928701,5.4357901,0,0
1334,0,2017,0,0,0,0,0,5.9191098,5.3619099,7.8685398,6.8057199,6.4562802,6.3145299,1,2.0833299
1335,0,2017,0,0,0.47651,0.114094,0,5.35186,0,7.8330498,6.8367801,7.1059799,5.3814301,1,0
1336,0,2017,0,0,0.785235,0.14094,0,5.2508898,4.7957902,7.8524699,6.5840902,7.5028501,5.35186,0,0
1337,0,2017,0,0,0.201342,0,0,5.1985002,0,7.9210401,5.8183298,7.7874498,5.0172801,1,0
1338,0,2017,0,0,0.107383,0.0134228,0,6.4416099,4.51086,8.0217199,4.7957902,8.00914,5.8603802,0,0
1339,0,2017,0,0.0067114,0.315436,0.033557,0,7.1020298,3.43399,8.1198702,4.51086,8.19067,4.2207098,7,0
1340,0,2017,0,0,0.208054,0.033557,0,7.50107,3.43399,8.1669998,4.82586,8.3410597,0,4,4.1666698
1341,0,2017,0,0,0.33557,0.0738255,0,7.4533701,3.43399,8.2360096,5.6919298,8.4710999,5.98037,10,0
1342,0,2017,0,0.0201342,0.825503,0.0201342,0,7.0468702,4.1108699,8.3185396,5.3619099,8.5868902,5.3619099,0,4.1666698
1343,0,2017,0,0,0.375839,0.0469799,0,6.4288602,3.77107,8.4076099,5.2121201,8.6911201,6.43817,2,0
1344,0,2017,0,0,0.134228,0,0,6.0138202,4.7957902,8.4983797,5.0367599,8.7858105,6.0956998,1,0
1345,0,2017,0,0,0.281879,0,0,6.14781,3.77107,8.5878296,4.6928701,8.8725204,5.9945798,3,0
1346,0,2017,0,0,0.805369,0.0067114,0,0,4.1108699,8.6433401,0,8.9524603,4.5629802,1,0
1347,0,2017,0,0,0.557047,0,0,6.35289,4.2207098,8.6466904,5.5503201,9.0265799,3.43399,1,0
1348,0,2017,0,0,0.939597,0,0,6.0138202,4.1108699,8.6609402,6.59516,9.0956802,5.8888798,2,0
1349,0,2017,0,0,0.0604027,0,0,4.1108699,4.45263,8.6599598,7.1801701,9.1484299,5.6919298,2,0
1350,0,2017,0,0,0.295302,0,0,5.2121201,3.43399,8.6038904,7.4896698,9.1860905,4.82586,1,4.1666698
1351,0,2017,0,0,0.389262,0,0,6.14574,4.1108699,8.5542803,7.3765502,9.2246304,5.6490402,1,0
1352,0,2017,0,0,0.0536913,0,0,6.1310301,4.7957902,8.5135498,6.9100499,9.2636499,6.1835999,1,0
1353,0,2017,0,0,0.0201342,0,0,6.1640301,5.0367599,8.4828901,6.0375199,9.3027601,6.9554501,1,0
1354,0,2017,0,0.0939597,0.0805369,0.516779,0,6.21521,4.5629802,8.4664202,4.7957902,9.3384895,7.04001,2,2.0833299
1355,0,2017,0,0,0,0.0134228,0,6.87428,6.0527101,8.4639997,5.8603802,9.3513203,6.6051698,2,0
1356,0,2017,0,0,0.0201342,0,0,7.0560002,5.1985002,8.46348,4.6928701,9.3464098,6.5710101,3,2.0833299
1357,0,2017,0,0,0.0067114,0.0134228,0,6.9285402,5.2121201,8.4576597,6.3460002,9.3442097,6.9966998,1,0
1358,0,2017,0,0,0.0134228,0,0,6.83988,5.1985002,8.46348,6.8561301,9.3447599,7.1273298,1,2.0833299
1359,0,2017,0,0,0,0,0,6.3362002,5.9537301,8.4660196,6.8913202,9.3480501,7.1155801,1,0
1360,0,2017,0,0,0,0,0,5.9319801,6.73523,8.4139404,6.7371302,9.3540297,7.2006402,3,0
1361,0,2017,0,0,0,0.0402685,0,6.2005801,6.3910499,8.3753004,6.53053,9.3626003,6.65835,2,0
1362,0,2017,0,0,0.0469799,0,0,6.43817,4.9064898,8.3372498,5.4608898,9.3736296,5.9191098,2,4.1666698
1363,0,2017,0,0,0.302013,0.0067114,0,5.98037,0,8.2746601,0,9.3869495,4.6928701,2,0
1364,0,2017,0,0.0268456,0,0.0536913,0,4.5629802,5.3909101,8.2293901,5.5149899,9.4023895,6.5419002,1,0
1365,0,2017,0,0,0.0604027,0,0,5.7680202,0,8.2071304,3.43399,9.4197397,6.7648702,7,0
1366,0,2017,0,0,0.328859,0.0201342,0,5.0910201,3.43399,8.2111301,6.2363701,9.4387999,5.7680202,1,2.0833299
1367,0,2017,0,0.0067114,0.255034,0.0268456,0,5.1700802,4.2207098,8.2407904,5.1700802,9.4515495,5.8021202,2,0
1368,0,2017,0,0.0067114,0.651007,0,0,6.4769702,3.77107,8.2919102,4.6928701,9.4032898,4.6928701,2,
1369,0,2017,0,0,0,0,0,6.69345,5.4925199,8.2494802,5.9059,9.3525896,6.5029502,5,
1370,0,2017,0,0,0.449664,0.0402685,0,6.29954,0,8.2151003,4.1108699,9.29918,6.7502699,11,
1371,0,2017,0,0,0.375839,0.0067114,0,6.0650301,0,8.2057896,3.43399,9.2427597,5.6490402,4,
1372,0,2017,0,0,0.0872483,0,0,6.1114702,5.0367599,8.22295,5.4847999,9.1829796,5.9687099,1,
1373,0,2017,0,0,0.0805369,0.0067114,0,6.8112102,4.45263,8.1939402,5.3814301,9.1193895,5.1399398,2,
1374,0,2017,0,0,0.469799,0,0,7.2147298,0,8.1911802,5.8183298,9.0515003,5.0172801,0,
1375,0,2017,0,0,0,0,0,7.5033998,5.2508898,8.2110004,6.3948398,8.9786797,6.0576701,1,
1376,0,2017,0,0,0.134228,0,0,7.7455201,3.43399,8.1080999,6.1778102,8.9001503,5.6021199,4,
1377,0,2017,0,0,0,0,0,7.86901,6.1778102,8.0189896,6.6214099,8.8149405,6.4906502,3,
1378,0,2017,0,0,0,0,0,7.99823,6.3362002,7.9567499,6.4109201,8.7218304,7.1155801,2,
1379,0,2017,0,0,0,0,0,8.13204,5.5149899,7.9341602,6.0426302,8.6191998,7.5072198,1,
1380,0,2017,0,0,0,0,0,8.2615404,6.29496,7.8789101,3.43399,8.5049,7.7899299,1,
1381,0,2017,0,0,0.0268456,0,0,8.21626,4.2207098,7.6212001,4.45263,8.3759499,7.91537,3,
1382,0,2017,0,0,0,0,0,8.0418301,6.0451698,7.2730899,6.0375199,8.2280798,7.9210401,3,
1383,0,2017,0,0,0.0402685,0.0067114,0,7.83184,4.51086,6.7345901,6.3174801,8.0548897,7.9198499,2,
1384,0,2017,0,0,0.167785,0.033557,0,7.5693102,3.77107,5.4847999,4.8542099,7.8461099,7.8172402,2,
1385,0,2017,0,0,0,0,0,6.0722799,5.3814301,6.0722799,4.2207098,6.0650301,5.4608898,1,
1386,0,2017,0,0,0.0469799,0,0,5.35186,4.2207098,4.82586,3.43399,5.2121201,4.45263,1,
1387,3,2017,1,0,0.395973,0,0,6.6409898,0,8.5682802,4.5629802,8.7959099,4.51086,3,2.0833299
1483,0,2016,0,0.0067114,0,0.0604027,0,6.7905798,5.3619099,8.5831699,5.8062201,9.2982197,5.8183298,1,0
1484,0,2016,0,0,0.0604027,0.0067114,0,6.45961,5.0172801,8.5821304,5.4847999,9.2927504,5.6261301,0,6.25
1485,0,2016,0,0,0,0,0,6.0426302,5.5959301,8.5775404,6.6955199,9.2903099,6.7720098,2,0
1486,0,2016,0,0,0,0.0939597,0.127517,5.9687099,5.9687099,8.5821304,6.6843801,9.2909203,6.6051698,0,2.0833299
1487,0,2016,0,0,0,0,0,4.45263,5.8957601,8.5739498,6.0138202,9.2945805,6.5557599,1,0
1488,0,2016,0,0.0067114,0,0.0872483,0,5.1700802,5.4925199,8.5324097,5.5149899,9.3012304,6.95258,2,0
1489,0,2016,0,0,0,0.127517,0,3.77107,5.4925199,8.5021801,5.4608898,9.31075,6.59516,2,0
1490,0,2016,0,0,0.134228,0.0134228,0.0671141,4.51086,4.6928701,8.4577398,5.0172801,9.3229704,5.5503201,1,2.0833299
1491,0,2016,0,0,0,0.0469799,0,5.0172801,5.8923302,8.4092302,6.28722,9.3376904,6.3070898,0,0
1492,0,2016,0,0,0.0201342,0,0,4.9064898,5.1985002,8.3750095,5.3909101,9.3547001,6.77672,1,0
1493,0,2016,0,0.0067114,0.187919,0.0067114,0,5.1985002,0,8.35847,0,9.3737602,7.0629802,9,0
1494,0,2016,0,0,0,0.0067114,0,6.0426302,5.5503201,8.3614302,5.6261301,9.3946104,6.5029502,2,0
1495,0,2016,0,0.0067114,0,0.0805369,0,4.82586,5.6970401,8.3835497,5.9025402,9.4170103,5.98037,1,0
1496,0,2016,0,0,0.483221,0.033557,0,5.9059,4.1108699,8.4224501,0,9.40277,6.2346401,2,
1497,0,2016,0,0,0.402685,0.0805369,0,5.8183298,0,8.3900995,3.77107,9.3520098,6.7446799,9,
1498,0,2016,0,0,0.322148,0.0402685,0,3.43399,3.43399,8.3643703,6.10252,9.2985401,6.8606,1,
1499,0,2016,0,0,0.0872483,0,0,3.43399,4.82586,8.35748,6.2097702,9.2420397,6.2363701,2,
