FID,Count,Year,Used,ConBog,MarshGrass,Mixedwood,Opendec,BTrail_D,Edge_D,Road_D,Trail_D,Water_D,Ruggedness,Stream_D
0,0,2016,0,0,0.0738255,0,0,6.8362598,3.43399,6.8084798,9.3200397,6.21521,2,5.9716501
1,0,2016,0,0,0,0,0,7.9341602,5.98037,7.1229601,8.76194,7.1107998,1,6.35289
2,0,2016,0,0,0,0,0,8.2917995,5.3094902,6.8035102,8.5947199,7.24933,1,6.1640301
3,0,2016,0,0,0,0,0,5.9687099,6.0138202,6.08178,9.0489597,7.5114102,3,5.4847999
4,0,2016,0,0,0,0,0,8.1890001,5.4608898,7.1631699,8.6584902,7.1634402,2,6.6700902
5,1,2016,1,0,0.0469799,0,0,3.43399,4.51086,7.1339598,9.2107,5.6261301,0,6.4573898
6,0,2016,0,0,0,0,0,6.3070898,5.9191098,6.7428098,9.1618299,6.5823698,1,6.2363701
7,0,2016,0,0,0.120805,0,0,5.8183298,4.45263,6.5390801,9.1138201,6.8378201,7,4.6928701
8,0,2016,0,0,0,0,0,6.6613102,5.35186,6.7170901,9.0030603,7.5183601,3,5.1399398
9,0,2016,0,0,0,0,0,7.80091,5.6021199,6.8913202,8.7870197,6.9921498,1,6.12675
10,0,2016,0,0,0,0,0,7.9449,5.6261301,7.27353,8.7147598,6.5099902,1,6.6765699
11,0,2016,0,0,0.342282,0,0,8.2989798,4.1108699,6.8035102,8.5324602,6.87428,0,4.5629802
12,0,2016,0,0,0,0,0,7.1861401,5.2121201,6.1310301,9.37675,6.9871802,2,6.0956998
13,0,2016,0,0,0.208054,0,0,7.1902599,0,6.2632599,9.3499498,6.7151098,1,0
14,0,2016,0,0,0.167785,0,0,6.3998399,4.2207098,7.1212001,9.26859,5.2121201,1,6.6214099
15,0,2016,0,0,0.0067114,0,0,5.1700802,5.1700802,6.8445101,9.2403202,6.0527101,1,6.9060001
16,0,2016,0,0,0.181208,0,0,5.2508898,4.1108699,7.20364,9.1906796,5.3814301,1,6.1519098
17,0,2016,0,0,0,0,0,3.43399,5.4925199,5.8888798,9.0805302,7.2205501,1,5.4357901
18,0,2016,0,0,0,0,0,7.1155801,6.3583298,6.4769702,8.9405203,7.3210301,2,6.4769702
19,0,2016,0,0,0,0,0,7.3532701,5.35186,5.6021199,8.9083595,7.4098001,2,6.5295701
20,0,2016,0,0,0,0.127517,0,7.6212001,5.4608898,6.6531301,8.8312302,7.0862002,1,6.3637099
21,0,2016,0,0,0,0,0,8.0747299,5.5503201,7.4271402,8.6902103,6.86797,1,6.6700902
22,0,2016,0,0,0,0,0,8.1957197,5.4608898,7.1631699,8.6014004,6.6092801,1,5.6261301
23,0,2016,0,0,0.0402685,0.0201342,0.228188,8.3143396,3.43399,6.2363701,8.4978704,7.31389,3,4.2207098
24,0,2016,0,0,0,0,0,8.2631903,5.4608898,4.7957902,8.4362497,7.5191598,4,5.5434499
25,2,2016,1,0,0,0,0,6.7345901,5.5149899,6.8800201,9.3622398,7.1618199,2,6.1539502
26,1,2016,1,0,0,0,0,6.5806398,5.7071099,6.9951901,9.35956,7.2073698,1,6.2825198
27,2,2016,1,0,0,0,0,6.1310301,5.4608898,6.7151098,9.0209799,7.3532701,1,6.4562802
28,1,2016,1,0,0,0,0,7.9694099,5.3814301,7.4497299,8.6823997,5.7853599,2,6.3885102
29,0,2016,0,0,0.0671141,0,0,6.9285402,4.1108699,7.03444,9.3052301,6.2825198,1,5.8021202
30,0,2016,0,0,0.127517,0,0,6.29496,4.1108699,7.1023302,9.1428299,6.2516699,1,4.1108699
31,0,2016,0,0,0.0067114,0,0,6.7223401,5.1700802,7.02598,8.9753199,7.1618199,1,6.5611901
32,0,2016,0,0,0,0,0,7.8207302,5.4847999,7.2392201,8.7470198,6.55302,1,6.8561301
33,0,2016,0,0,0,0,0,6.5806398,5.5434499,6.9611502,9.3651304,7.2445302,2,6.36904
34,0,2016,0,0,0,0,0,6.9005499,5.3619099,6.8485799,9.3365602,6.8326101,2,4.6928701
35,0,2016,0,0,0,0,0,5.1985002,5.35186,7.33674,9.2239504,5.7500601,1,6.4769702
36,0,2016,0,0,0,0,0,4.6928701,5.4847999,6.86797,9.0583401,7.1698799,2,6.0576701
37,0,2016,0,0,0,0,0,6.0650301,5.5434499,6.7268901,9.0232,7.3651299,1,6.4726901
38,0,2016,0,0,0,0,0,7.1620898,6.36904,7.0871501,8.9119196,6.8230901,4,6.9955602
39,0,2016,0,0,0,0.0134228,0,7.37848,6.3998399,6.76964,8.87465,7.03444,1,6.9302602
40,0,2016,0,0,0,0,0,7.6506801,5.9687099,7.17834,8.7962103,6.4288602,5,7.0563302
41,0,2016,0,0,0,0,0,8.0863705,5.5959301,7.4271402,8.6393003,5.8888798,1,5.7853599
42,0,2016,0,0,0,0,0,8.1967201,5.5570998,6.2363701,8.4289398,7.1212001,3,4.6928701
43,0,2016,0,0,0,0,0,8.1295099,5.3619099,4.7957902,8.3575602,7.3931899,1,4.45263
44,1,2016,1,0,0,0,0,6.5149598,6.20612,7.3005199,8.9914799,6.8171902,3,6.9492698
45,2,2016,1,0,0.644295,0,0,8.1683102,0,7.2730899,8.5731802,5.4925199,1,4.1108699
46,0,2016,0,0,0.0067114,0,0,6.1310301,4.8542099,7.36133,9.2930202,6.9289699,2,6.4518099
47,0,2016,0,0,0.0805369,0,0,4.7957902,4.45263,7.44912,9.1273403,6.7557902,5,3.77107
48,0,2016,0,0,0.0201342,0,0,4.5629802,5.0910201,7.1182499,9.0946798,6.8776398,2,5.7680202
49,0,2016,0,0,0,0,0,6.8776398,6.1114702,7.37848,8.9520302,6.6948299,3,7.1698799
50,0,2016,0,0,0.120805,0,0,7.8685398,4.1108699,7.5528598,8.7131596,5.0172801,2,6.6605701
51,0,2016,0,0,0.0268456,0,0,7.9691901,5.1985002,7.5106001,8.67241,5.6082301,1,6.2005801
52,0,2016,0,0,0,0,0,8.21632,5.7810798,6.8084798,8.4716301,6.6613102,2,6.0349398
53,0,2016,0,0,0,0,0,5.98037,5.7680202,7.3068399,9.3256702,7.1907701,1,6.5029502
54,0,2016,0,0,0,0,0,6.3487701,5.9025402,7.4645901,9.2546196,6.6409898,2,6.7409201
55,0,2016,0,0,0,0,0,5.2121201,6.1310301,7.6659298,9.2106304,6.6245899,2,6.3174801
56,0,2016,0,0,0.14094,0,0,3.43399,4.1108699,7.4503398,9.1746998,6.08178,2,5.0172801
57,0,2016,0,0,0,0,0,6.10252,6.2097702,7.3530798,9.0402002,6.6605701,4,6.5295701
58,0,2016,0,0,0,0,0,6.3596802,6.0650301,7.2343302,9.0015402,6.9028301,2,6.8684602
59,0,2016,0,0,0,0.0469799,0,7.4495802,5.98037,7.2937002,8.8460102,6.3305202,2,7.3334799
60,0,2016,0,0,0.557047,0,0,8.1146297,0,7.4398899,8.5939999,5.1700802,0,3.77107
61,0,2016,0,0,0.469799,0,0,8.2094402,3.43399,7.1634402,8.5473299,5.9716501,4,4.5629802
62,0,2016,0,0,0,0,0,8.0748596,5.4847999,6.2934198,8.3619204,7.0316401,1,6.4518099
63,0,2016,0,0,0,0.0805369,0,7.98946,6.0650301,5.0172801,8.2812901,7.3196502,1,6.0527101
64,1,2016,1,0,0,0,0,0,6.1835999,7.0865202,9.4485703,7.41717,1,6.78829
65,3,2016,1,0,0.033557,0,0,6.5099902,4.9064898,7.5760999,8.97791,6.0375199,2,6.80406
66,0,2016,0,0,0,0,0,4.51086,6.29954,7.03058,9.6178999,7.4058199,2,5.8957601
67,0,2016,0,0,0,0,0,4.1108699,6.5683498,6.8987098,9.5388498,7.1902599,1,5.9537301
68,0,2016,0,0,0,0,0,4.7957902,6.5465598,7.6469998,9.2836199,6.9917698,3,6.5314898
69,0,2016,0,0,0,0,0,3.77107,5.4357901,7.5029898,9.0794802,6.7557902,4,5.6021199
70,0,2016,0,0,0.127517,0,0,6.8367801,3.77107,7.6686902,8.9339104,6.3404298,2,6.9302602
71,0,2016,0,0,0.161074,0,0,7.9770999,4.2207098,7.66435,8.6374197,5.3619099,1,6.08178
72,0,2016,0,0,0,0,0,8.0932302,5.6021199,6.8362598,8.4186096,6.4573898,6,6.4937501
73,0,2016,0,0,0,0,0,5.1700802,5.3909101,6.6843801,9.6433096,6.65835,1,6.9891
74,0,2016,0,0,0,0,0,4.82586,5.5503201,7.3443198,9.6343298,7.3140898,2,7.1770301
75,0,2016,0,0,0,0,0,4.51086,6.4650998,7.4623599,9.6297798,7.4802999,2,6.9476099
76,0,2016,0,0,0,0,0,0,6.12675,7.2895198,9.6238699,7.4405098,1,6.6955199
77,0,2016,0,0,0,0.0067114,0,5.0172801,6.3596802,6.9860301,9.5921297,7.2978401,8,4.51086
78,0,2016,0,0,0,0,0,4.82586,6.1758699,7.0656099,9.5650702,7.1307998,9,5.1399398
79,0,2016,0,0,0,0,0,4.51086,5.5959301,6.8062701,9.4822798,7.3429999,2,6.49786
80,0,2016,0,0,0,0,0,3.43399,6.19311,7.0971198,9.4509096,7.4031501,1,6.8062701
81,0,2016,0,0,0,0,0,4.7957902,5.8923302,7.4106202,9.3559303,7.2793398,2,6.9073501
82,0,2016,0,0,0,0,0,5.1985002,6.36904,7.6341,9.3174601,6.9060001,3,6.27777
83,0,2016,0,0,0,0,0,0,6.5029502,7.6893902,9.2436199,7.0553298,3,6.9425998
84,0,2016,0,0,0,0,0,4.45263,5.7361498,7.6954799,9.1621704,6.9354,4,5.9716501
85,0,2016,0,0,0.0201342,0,0,6.4047999,5.1985002,7.5839601,8.98458,5.9945798,1,6.7409201
86,0,2016,0,0,0,0,0,7.2799802,5.5570998,7.48316,8.8884897,5.8603802,3,7.3276901
87,0,2016,0,0,0.194631,0.0536913,0,7.4279399,3.77107,7.6357899,8.8234997,5.0367599,1,7.04001
88,0,2016,0,0,0.0201342,0,0,7.6893902,5.2121201,7.5419598,8.7673702,5.4925199,3,7.0685601
89,0,2016,0,0,0.0805369,0,0,8.0879002,4.9064898,7.4448299,8.5574999,5.2631798,2,4.7957902
90,0,2016,0,0,0,0,0,8.1910801,5.5503201,7.1861401,8.5004501,5.6490402,2,5.6082301
91,0,2016,0,0,0,0,0,7.8383999,5.7853599,5.0172801,8.2130899,6.9921498,2,6.81881
92,1,2016,1,0,0.187919,0,0,5.1985002,0,6.8035102,9.6363897,6.3070898,1,6.29496
93,1,2016,1,0,0.0469799,0,0,5.1985002,3.43399,6.9707799,9.6196899,6.5806398,2,6.77496
94,2,2016,1,0,0,0,0,6.2363701,5.4847999,7.3986201,9.4424295,7.1953502,1,7.2006402
95,2,2016,1,0,0.0738255,0,0.0872483,5.8923302,3.43399,7.9398999,9.2317305,6.6455798,0,6.4484401
96,1,2016,1,0,0,0,0,5.7071099,5.6970401,7.9768901,9.1739998,7.1261702,1,6.7576199
97,2,2016,1,0,0,0,0,5.8021202,5.71207,7.8748298,9.1070995,6.84092,7,5.6546102
98,2,2016,1,0,0,0,0,7.7318501,5.9191098,7.8348098,8.70679,6.4937501,2,6.6214099
99,1,2016,1,0,0.0134228,0,0,8.1105003,5.0367599,7.29702,8.4853497,6.3174801,5,5.3814301
100,0,2016,0,0,0,0,0,6.0650301,6.2097702,6.5237799,9.5244999,6.7151098,2,6.0576701
101,0,2016,0,0,0.449664,0.0067114,0,5.9687099,4.1108699,6.9675899,9.6286201,6.27777,1,5.8183298
102,0,2016,0,0,0.120805,0,0,5.8923302,3.77107,6.7842698,9.6265001,4.9064898,1,5.98037
103,0,2016,0,0,0,0,0,5.1985002,5.4608898,7.1770301,9.61798,6.98564,1,7.09866
104,0,2016,0,0.0067114,0,0.0402685,0,4.51086,6.3637099,7.1928101,9.6145201,7.3336802,1,6.4573898
105,0,2016,0,0,0,0,0,6.42768,5.9025402,7.3721199,9.5349102,6.5943198,3,5.71207
106,0,2016,0,0,0,0.161074,0,5.9191098,6.0650301,7.4325299,9.4146605,7.37637,2,7.2023902
107,0,2016,0,0,0,0.033557,0,4.45263,5.8301501,7.5106001,9.3841105,7.2186198,2,6.9019198
108,0,2016,0,0,0,0,0,3.43399,5.3094902,7.8818102,9.2772102,6.20612,5,5.5570998
109,0,2016,0,0,0.033557,0,0,6.0029202,4.9064898,7.7272401,9.1157303,6.9237599,4,5.1700802
110,0,2016,0,0,0.0268456,0,0,5.5503201,4.2207098,7.78442,9.0685997,6.35289,4,4.1108699
111,0,2016,0,0,0,0,0,7.81394,6.14574,7.8074999,8.6871901,6.2632599,2,6.64329
112,0,2016,0,0,0,0,0,7.90976,5.4925199,7.6652398,8.6118698,6.6117301,2,5.7361498
113,0,2016,0,0,0,0,0,7.9741802,5.4847999,6.84092,8.3784504,5.8062201,2,5.8062201
114,0,2016,0,0,0,0,0,7.1566401,5.8923302,6.81881,9.4719601,7.17068,1,7.02882
115,0,2016,0,0,0,0,0,6.7945499,6.5683498,6.8378201,9.5010796,6.87572,1,6.7446799
116,0,2016,0,0,0.0805369,0.0469799,0,4.6928701,3.77107,5.7500601,9.5564699,6.23809,2,4.5629802
117,0,2016,0,0,0.201342,0,0,4.51086,0,6.0576701,9.5801897,6.4916902,3,4.6928701
118,0,2016,0,0,0,0,0,5.2631798,5.5434499,6.6765699,9.6048899,6.8645501,1,5.8923302
119,0,2016,0,0,0.0201342,0,0,5.9687099,4.8542099,6.9345498,9.6129198,5.9059,1,6.0576701
120,0,2016,0,0,0,0,0,6.0426302,5.4847999,7.1238399,9.6041899,6.5840902,2,6.6214099
121,0,2016,0,0,0,0,0,6.1114702,6.5840902,7.5093799,9.5945501,7.2073698,1,7.3405399
122,0,2016,0,0,0,0,0,6.1758699,6.8645501,7.6726098,9.5896997,7.2262902,1,7.31249
123,0,2016,0,0,0,0,0,5.8021202,6.5557599,7.1861401,9.5080204,6.9272399,2,6.5611901
124,0,2016,0,0,0,0,0,6.2363701,6.2648902,7.3068399,9.47756,6.9345498,1,7.01302
125,0,2016,0,0,0.0067114,0,0,6.44731,4.82586,7.4762802,9.4464397,7.1238399,4,7.2986698
126,0,2016,0,0,0,0.033557,0,0,6.3846798,7.6954799,9.3493004,6.8625798,2,6.3833899
127,0,2016,0,0,0.0604027,0,0.0402685,6.0029202,4.6928701,7.89642,9.2358198,6.7459302,1,6.5029502
128,0,2016,0,0,0.0134228,0,0,5.8183298,5.1985002,7.8697901,9.2006397,7.16748,3,6.7197199
129,0,2016,0,0,0,0,0,4.6928701,6.0138202,7.9102502,9.1533699,7.2086,3,6.5295701
130,0,2016,0,0,0,0,0,5.0172801,5.3094902,7.6783299,9.0266104,5.7810798,1,6.1202598
131,0,2016,0,0,0.0805369,0,0,6.1114702,4.8542099,7.8461099,8.9728498,5.3909101,1,6.0375199
132,0,2016,0,0,0,0,0,7.1533499,5.35186,7.77002,8.8710604,5.7853599,4,6.8611002
133,0,2016,0,0,0,0,0,7.6213002,5.98037,7.8129101,8.7459602,6.5149598,2,6.6222
134,0,2016,0,0,0,0,0,8.0920095,5.6021199,7.1863999,8.4649601,6.2363701,2,5.7810798
135,0,2016,0,0,0.0604027,0,0,7.9304399,4.7957902,6.2934198,8.3047705,6.6843801,1,6.6237998
136,1,2016,1,0,0,0,0,6.6605701,5.6546102,7.4805899,9.4851198,6.6117301,1,6.8723502
137,2,2016,1,0,0.0201342,0,0,7.01302,4.51086,7.6374602,9.4840803,6.3145299,1,6.9707799
138,2,2016,1,0,0,0,0,6.44731,5.6082301,7.9007001,9.3373098,6.3174801,2,6.2363701
139,1,2016,1,0,0.0134228,0,0,6.5806398,5.2121201,7.9336901,9.3368702,6.29496,3,6.3583298
140,1,2016,1,0,0.201342,0,0,5.0172801,3.43399,7.9177098,9.2874298,5.8021202,0,4.1108699
141,1,2016,1,0,0.288591,0,0,5.5959301,3.43399,7.9690299,9.2863197,5.1985002,2,3.43399
142,1,2016,1,0.255034,0.0671141,0,0,6.0349398,3.43399,7.9795899,8.9569902,4.51086,0,5.3814301
143,1,2016,1,0,0.442953,0,0,7.6686902,4.51086,7.8994002,8.6892004,7.0468702,0,5.7071099
144,1,2016,1,0,0,0.0067114,0,7.6811099,5.7071099,6.1640301,8.1907997,6.5806398,2,5.7071099
145,2,2016,1,0,0.107383,0,0,6.5943198,3.43399,7.5061302,8.0492201,4.45263,2,6.85463
146,2,2016,1,0,0.0268456,0.0201342,0,8.2290096,5.0367599,6.7737799,8.5151396,6.6149702,2,7.0685601
147,0,2016,0,0,0.758389,0,0,6.1310301,3.43399,7.3074498,9.5896301,5.6546102,1,4.1108699
148,0,2016,0,0,0.543624,0,0,6.7502699,3.43399,7.2988701,9.5871696,4.5629802,0,5.3094902
149,0,2016,0,0,0,0,0,6.6605701,6.23809,7.4587898,9.5776901,6.7905798,2,7.0162902
150,0,2016,0,0.0201342,0,0.208054,0,6.4484401,6.8035102,7.5389099,9.5736704,6.8362598,1,7.0188198
151,0,2016,0,0.0134228,0,0.208054,0,6.19311,6.6245899,7.4523101,9.5771704,6.98138,1,6.6117301
152,0,2016,0,0,0,0.14094,0,6.8625798,5.8603802,7.70333,9.4111795,7.2576799,2,7.2023902
153,0,2016,0,0,0,0.0469799,0,6.32621,6.45961,7.7297702,9.3796396,6.97826,2,6.8057199
154,0,2016,0,0,0,0,0,5.7071099,5.5434499,7.9516401,9.1082802,6.9060001,4,5.71207
155,0,2016,0,0,0.181208,0,0,6.0138202,4.51086,8.0052004,9.0623503,6.5557599,9,4.6928701
156,0,2016,0,0,0,0,0,6.6700902,5.6919298,7.9029198,8.9215498,5.9059,2,6.4661899
157,0,2016,0,0,0.38255,0,0,7.73142,0,7.8481002,8.6705103,7.0188198,0,5.7810798
158,0,2016,0,0,0.120805,0.0201342,0,7.8326898,4.2207098,7.71422,8.5973501,6.68226,2,4.82586
159,0,2016,0,0,0.590604,0,0,7.8728099,4.45263,7.0553298,8.3550997,5.2121201,0,5.3094902
160,0,2016,0,0.0134228,0.0067114,0.0805369,0,6.60185,5.1700802,6.6722598,7.5398002,7.2808399,19,5.0910201
161,0,2016,0,0,0,0,0,5.8062201,5.7853599,6.9345498,7.1368198,7.3735399,14,5.9191098
162,0,2016,0,0,0.0268456,0,0,7.3102798,4.51086,7.4712,8.1625204,5.5149899,2,5.8923302
163,0,2016,0,0,0.0134228,0,0,8.03794,5.1985002,6.9951901,8.3730202,5.8183298,4,7.09588
164,0,2016,0,0,0.120805,0,0,8.4552803,3.43399,6.3985901,8.65061,6.9611502,1,6.5419002
165,0,2016,0,0.0268456,0.0402685,0,0,8.7127304,4.82586,6.75701,8.8506403,7.4523101,7,4.1108699
166,0,2016,0,0,0.100671,0,0,8.9798603,3.43399,7.1698799,9.0829496,5.8062201,1,6.9404898
167,0,2016,0,0,0,0,0,9.1201296,5.8640299,6.86797,9.2125998,6.3948398,3,7.5211401
168,0,2016,0,0,0.0469799,0,0,9.2723103,4.1108699,6.93923,9.3477898,5.2121201,1,7.5095201
169,0,2016,0,0,0,0,0,9.3098297,5.0910201,6.35289,9.38552,5.3094902,2,7.2142401
170,0,2016,0,0,0.0134228,0,0,9.4130602,5.1985002,5.8603802,9.4811001,6.0451698,1,6.4109201
171,0,2016,0,0.0536913,0.261745,0.187919,0,4.1108699,3.43399,4.6928701,7.8833499,6.43817,3,0
172,0,2016,0,0,0,0,0,6.27777,6.4650998,7.3576798,7.27005,6.9794402,2,6.4916902
173,0,2016,0,0,0,0,0,5.8183298,6.1114702,6.87572,7.03023,7.29036,29,6.6245899
174,0,2016,0,0.0604027,0.52349,0.167785,0,5.7810798,3.43399,7.3420601,7.9281101,6.2632599,5,7.2008901
175,0,2016,0,0,0.100671,0,0,7.01302,4.7957902,7.5488701,8.1366901,5.4608898,3,6.5521002
176,0,2016,0,0,0.0402685,0,0,7.7079902,4.9064898,7.1566401,8.2396898,5.3619099,5,5.9687099
177,0,2016,0,0,0,0,0,8.1595497,5.2631798,6.9570899,8.4622602,6.2363701,1,7.2354999
178,0,2016,0,0,0,0,0,8.2555599,5.6970401,6.9966998,8.4992599,6.5099902,4,7.0553298
179,0,2016,0,0,0.174497,0.0067114,0.503356,8.5915203,3.43399,6.55302,8.7480602,7.0613298,0,5.1700802
180,0,2016,0,0,0.355705,0,0,8.7851496,0,6.8842902,8.9193096,7.39148,19,5.1700802
181,0,2016,0,0,0,0,0,8.83004,5.4847999,7.2601299,8.9551096,7.1212001,7,5.3814301
182,0,2016,0,0,0.14094,0,0,9.0345697,4.51086,6.9005499,9.1328497,5.5503201,2,7.2357302
183,0,2016,0,0,0,0,0,9.0693197,5.6021199,7.0912199,9.1639099,6.28722,2,7.2326798
184,0,2016,0,0,0.0067114,0,0,9.1981401,3.43399,6.9019198,9.2808704,5.9059,3,7.7282901
185,0,2016,0,0,0,0,0,9.23034,5.2121201,7.00418,9.30937,5.7853599,2,7.6811099
186,0,2016,0,0,0.114094,0,0,9.3492403,4.51086,5.3094902,9.4198799,6.3487701,4,6.8842902
187,0,2016,0,0,0,0,0.0067114,9.3769503,5.2508898,4.5629802,9.44701,5.7500601,1,6.8857002
188,0,2016,0,0,0,0,0,7.0708399,6.8062701,7.30338,9.4589901,7.37707,3,6.9611502
189,0,2016,0,0,0,0,0,6.6635199,6.2415199,7.1164699,9.4890604,7.2219901,2,6.4947801
190,0,2016,0,0,0,0.0067114,0,0,5.8183298,6.8084798,9.5459099,7.0133801,4,4.5629802
191,0,2016,0,0,0.0469799,0.0067114,0,5.8062201,4.2207098,6.8766799,9.5702105,6.8857002,11,4.7957902
192,0,2016,0,0,0.0469799,0,0,3.43399,5.0172801,7.0964999,9.5955696,6.3833899,1,5.0910201
193,0,2016,0,0,0.114094,0,0,6.8987098,3.77107,7.3863201,9.5728102,4.5629802,1,6.10252
194,0,2016,0,0,0,0,0,6.29954,6.9438601,7.5708699,9.5834703,7.0316401,1,7.1342502
195,0,2016,0,0.0067114,0,0.100671,0,5.9945798,5.8378801,7.4273,9.5794296,6.9719701,2,5.9191098
196,0,2016,0,0,0.0201342,0,0,6.12675,4.1108699,7.4793,9.5618696,6.6117301,9,0
197,0,2016,0,0,0,0,0,6.8362598,5.9414201,7.5605998,9.5049295,6.1289001,1,6.59516
198,0,2016,0,0,0.0201342,0,0,7.01302,0,7.6424599,9.4749203,6.4998999,1,7.0711699
199,0,2016,0,0,0,0,0,6.3985901,5.71207,7.8698602,9.3453302,6.4748302,2,6.3833899
200,0,2016,0,0,0.0402685,0,0,5.5149899,4.7957902,7.88411,9.3120499,6.1114702,0,5.0172801
201,0,2016,0,0,0,0,0.0872483,3.77107,5.8923302,8.07829,9.2313499,6.3487701,0,6.2432299
202,0,2016,0,0,0,0,0,6.2223601,5.5959301,8.0453501,9.19417,6.9060001,1,6.8445101
203,0,2016,0,0,0.0067114,0,0,3.77107,5.1700802,8.0946999,9.14851,7.02598,1,6.10252
204,0,2016,0,0,0.114094,0,0,0,3.43399,7.9233499,9.0179596,5.9319801,3,3.43399
205,0,2016,0,0,0,0,0,7.00418,5.8378801,7.9939399,8.8603001,6.5815101,1,6.0576701
206,0,2016,0,0,0,0,0,7.3276901,5.8021202,7.8902102,8.8080502,6.4748302,2,6.29496
207,0,2016,0,0,0.637584,0,0,7.5190201,4.1108699,7.99507,8.7330399,7.03269,0,5.0367599
208,0,2016,0,0,0.174497,0.0067114,0,8.0299902,4.7957902,7.45714,8.5322905,6.60185,8,4.8542099
209,0,2016,0,0,0.234899,0,0,8.0097399,3.43399,7.2886801,8.4437304,6.0349398,1,0
210,0,2016,0,0,0,0,0,7.7855902,5.5434499,6.4769702,8.2646503,6.1202598,1,5.2508898
211,0,2016,0,0,0.0067114,0,0,7.6543298,5.3094902,5.8957601,8.1630402,6.7402902,1,6.0722799
212,1,2016,1,0,0,0.0067114,0,4.82586,5.8923302,7.0659399,9.54634,7.1182499,1,5.6970401
213,3,2016,1,0,0,0,0,6.9060001,5.2508898,7.5779901,9.5502596,5.98037,2,5.8640299
214,2,2016,1,0,0,0,0,6.9285402,5.4608898,7.4808798,9.5652199,6.2432299,2,6.7428098
215,2,2016,1,0,0,0,0,7.0656099,5.8957601,7.5702701,9.5527201,6.3145299,2,6.8367801
216,2,2016,1,0,0,0,0,6.9891,5.6490402,7.69771,9.5500002,7.0482402,2,7.3005199
217,1,2016,1,0.315436,0.0872483,0.0067114,0,6.7648702,0,8.1213102,8.8741703,6.5976801,0,5.8923302
218,1,2016,1,0,0.422819,0,0,7.27005,3.77107,8.1203499,8.7862196,7.1305099,0,4.6928701
219,3,2016,1,0,0.0805369,0,0,7.96246,4.6928701,7.4285798,8.4586496,6.2223601,2,5.0367599
220,3,2016,1,0,0.241611,0,0.241611,6.7197199,4.1108699,6.68226,7.75842,6.8230901,1,5.8378801
221,3,2016,1,0,0.288591,0,0.114094,5.5434499,3.43399,6.1202598,7.0613298,4.7957902,1,4.2207098
222,1,2016,1,0.0067114,0,0,0,4.1108699,5.3814301,7.4026499,7.2086,7.3292398,3,6.6605701
223,1,2016,1,0.0067114,0.61745,0.0067114,0,6.0375199,3.43399,6.4288602,7.79636,5.35186,5,4.51086
224,2,2016,1,0,0.0402685,0,0,9.0664101,4.7957902,7.4091401,9.1582203,6.0349398,4,7.00529
225,0,2016,0,0,0.0134228,0,0,5.8183298,4.51086,7.0633101,9.5137196,7.2205501,2,5.6546102
226,0,2016,0,0,0.275168,0,0,6.6455798,0,7.6384001,9.54632,5.6546102,2,4.6928701
227,0,2016,0,0,0.100671,0,0,7.2305598,3.43399,7.71521,9.5357399,6.87428,3,7.1441698
228,0,2016,0,0,0,0,0,7.0915298,5.7071099,7.8051901,9.5310898,5.8021202,5,6.9302602
229,0,2016,0,0,0,0.0738255,0,6.9891,6.2761798,7.7495499,9.5347099,6.35289,4,6.3985901
230,0,2016,0,0,0.0402685,0,0,6.9237599,4.9064898,7.6921101,9.5314302,5.1399398,3,6.0426302
231,0,2016,0,0,0,0,0,7.27353,5.3619099,7.9272299,9.4051199,7.2888899,1,6.6409898
232,0,2016,0,0,0,0.0201342,0,6.9966998,6.0138202,7.9305,9.3763905,6.9492698,2,6.9955602
233,0,2016,0,0,0.234899,0,0.0067114,5.8923302,4.1108699,8.0769501,9.2738895,4.82586,1,5.4357901
234,0,2016,0,0,0.234899,0,0,6.0451698,4.1108699,8.1377296,9.1051798,6.9591298,8,3.77107
235,0,2016,0,0.791946,0,0,0.100671,6.36904,5.4608898,8.0963697,8.9154196,6.2005801,0,6.29496
236,0,2016,0,0,0,0,0,7.6093798,5.4847999,7.9124198,8.6641102,6.4484401,1,6.1519098
237,0,2016,0,0,0.0268456,0,0.248322,6.6635199,5.1985002,6.4726901,7.70608,6.70575,1,5.2508898
238,0,2016,0,0,0.0067114,0,0.228188,5.2508898,5.35186,6.1640301,5.9945798,6.2097702,0,5.0172801
239,0,2016,0,0,0,0,0,3.43399,5.8603802,6.6613102,6.4035602,6.84092,0,5.9687099
240,0,2016,0,0.033557,0,0.107383,0,3.77107,5.9025402,7.2260599,7.6357899,7.2326798,5,4.2207098
241,0,2016,0,0,0.0939597,0.0067114,0,3.43399,4.6928701,6.8383298,7.8207302,7.20959,2,5.8957601
242,0,2016,0,0,0,0.0939597,0,5.8888798,5.6490402,6.5029502,7.9767299,5.8603802,1,5.8923302
243,0,2016,0,0,0.0268456,0.0402685,0,5.8021202,5.0367599,6.2761798,7.58779,6.91717,4,5.1700802
244,0,2016,0,0.0738255,0,0.0268456,0,5.0172801,5.8888798,7.5097899,6.87428,7.1655998,8,5.8923302
245,0,2016,0,0.241611,0.0939597,0.255034,0.214765,4.45263,4.2207098,7.3245602,7.11588,6.95258,1,4.51086
246,0,2016,0,0.0201342,0.0201342,0.496644,0,4.2207098,4.6928701,7.35253,7.7612801,6.80406,6,7.0921602
247,0,2016,0,0,0.201342,0,0,7.24933,4.6928701,7.67065,7.9954801,0,0,5.0910201
